product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"Samsung Xpress SL-C480FW","Met de Samsung Xpress SL-C480FW hoef jij nooit lang te wachten op jouw printjes. De printer heeft NFC en wifi, zodat jij eenvoudig draadloos opdrachten naar je printer verstuurt vanaf je smartphone of tablet. De kwaliteit van tekstdocumenten is zeer goed: dankzij de hoge printresolutie zijn zelfs kleine lettertypen goed leesbaar. Het scannen en faxen van documenten gaat via de flatbed-scanner of geautomatiseerd via de automatische documentinvoer (ADF).","289,-","Samsung","SL-C480FW/SEE","All-in-one","Laser","A4","None","18 ppm","4 ppm","None","40,6 cm x 36,2 cm x 28,9 cm","12,9 kg"
Laserprinters,"Ricoh SP C340DN","Zet deze Ricoh SP C340DN laserprinter in jouw kleine kantoor en print al je belangrijke documenten. Via de netwerkaansluiting op de printer deel je deze gemakkelijk met andere medewerkers. Met 2 GB aan werkgeheugen is het mogelijk om grote bestanden te sturen naar de printer zonder dat deze vastloopt. Print met een afdruksnelheid van 25 pagina's per minuut in zowel zwart als kleur. Hierdoor sta je nooit lang te wachten. En dankzij het automatisch dubbelzijdig afdrukken van al je printopdrachten bespaar je op het papiergebruik, wat goed is voor het milieu.","279,-","Ricoh Nederland B.V.","916916","Alléén printen","Laser","A4","1200 x 1200","25 ppm","25 ppm","None","40 cm x 48 cm x 39 cm","29 kg"
Inkjetprinters,"HP OfficeJet Pro 8218 (J3P68A)","De HP OfficeJet Pro 8218 (J3P68A) is een inkjetprinter voor op een kantoor met maximaal 10 werknemers. De printer ondersteunt papierformaten zo licht als een normaal A4 tot aan dik fotopapier. Door de HP Jetadmin software houd je als systeembeheerder op afstand het inktniveau en papierverbruik in de gaten. Dankzij twee papierladen waar elk 250 vellen ingaan, vul je het papier minder vaak bij. Plaats in lade 1 normaal printpapier en in lade 2 enveloppen. Zo hoef je niet handmatig het type papier om te wisselen. Stel je printerinstellingen in via de HP app en print voortaan over wifi. De printer drukt automatisch dubbelzijdig af waardoor je papier bespaart.","164,-","HP","J3P68A","Alléén printen","Inkjet","A4","1200 x 1200","20 ppm","16 ppm","0,256 GB","48,8 cm x 42,8 cm x 28,9 cm","11,48 kg"
Labelprinters,"Brother PT-P750W","De Brother PT-P750W maakt labelprinten eenvoudig. Sluit de printer aan op jouw pc en je kunt direct labels printen vanuit Word, Excel en Outlook. Doordat deze labelprinter beschikt over Wi-Fi kun je de labelprinter met meerdere personen delen. Met de gratis te downloaden app kun je zelfs labels ontwerpen en printen vanaf smartphone of tablet. Hierdoor is deze labelprinter een handige toevoeging voor iedereen die orde wil scheppen in zijn (thuis)kantoor.","119,99","Brother","PTP750WUA1","None","None","None","180","None","None","None","7,8 cm x 15,2 cm x 14,3 cm","0,8 kg"
Laserprinters,"Brother MFC-L5750DW","De Brother MFC-L5750DW zwart-wit All-in-One laserprinter scant en print tot 40 pagina's per minuut is. Dit maakt de All-in-One geschikt voor op een groot kantoor. Via het LCD touchscreen van 12,3 cm selecteer jij eenvoudig de gewenste scan-, kopieer-, fax- en printinstellingen. Deel de MFC-L5750DW via wifi met de hele werkgroep. Print presentaties en rapporten eenvoudig via AirPrint of Google Cloud Print. Je eerste printje ligt binnen 8 seconden voor je klaar, waardoor je nooit lang hoeft te wachten. Contracten tot 50 pagina's scan je snel via de ADF. De scanner corrigeert scheef ingevoerde pagina's, negeert blanco pagina's en verwijdert kleur uit de achtergrond zodat je het resultaat direct af kunt drukken.","499,-","Brother","MFC-L5750DW","All-in-one","Laser","A4","1200 x 1200","40 ppm","None","None","54,5 cm x 52 cm x 64,1 cm","16,5 kg"
Inkjetprinters,"Epson WorkForce Pro WF-4725DWF","Haal met 1 apparaat een printer, scanner, kopieer- en faxmachine voor op de werkplek met de Epson WorkForce Pro WF-4725DWF inkjet printer. Maak direct draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan al je facturen en contracten in en bewaar ze via de Epson Connect app direct om deze te bewaren in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert.","219,-","Epson","C11CF74404","All-in-one","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Laserprinters,"Brother HL-L5200DW","Met een printsnelheid tot 40 pagina's per minuut is de Brother HL-L5200DW zwart-wit laserprinter geschikt voor op een groot kantoor. Deel de printer via wifi met de hele werkgroep en print presentaties en notities op eenvoudig via AirPrint of Google Cloud Print. Vertrouwelijke documenten verstuur je met een pincode naar de printer. De papiercapaciteit is uit te breiden van 300 vel tot 1.340 vel. Wanneer de papierlade bijna leeg is, ontvangt de beheerder een mailtje zodat je nooit zonder papier zit.","289,-","Brother","HLL5200DWRF1","Alléén printen","Laser","A4","1200 x 1200","40 ppm","None","None","37,3 cm x 38,8 cm x 25,5 cm","10,7 kg"
Inkjetprinters,"Epson WorkForce Pro WF-5110DW","Goed gereedschap is het halve werk. Met de Epson WorkForce Pro WF-5110DW heb jij de juiste printer om jouw taken snel uit te voeren. Een printsnelheid van 20 pagina's per minuut, een netwerk- en wifi-verbinding, een standaard capaciteit van 330 pagina's en de mogelijkheid automatisch dubbelzijdig te printen, maken deze printer geschikt voor grote volumes. Print zoveel je wilt: deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","168,99","Epson","C11CD12301","Alléén printen","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","46,1 cm x 44,2 cm x 28,4 cm","11,3 kg"
Laserprinters,"Canon i-SENSYS LBP7100CN","De Canon I-SENSYS LBP7100CN is een kleine en voordelige kleurenlaserprinter voor thuis of op kantoor. Doordat deze printer zó compact is, kan je hem met gemak kwijt op ieder bureau. Met een afdruksnelheid van 14 pagina's per minuut, hoef je nooit lang te wachten op jouw documenten.","175,99","Canon","6293B004","Alléén printen","Laser","A4","1200 x 1200","14 ppm","14 ppm","None","40,6 cm x 25,5 cm x 45,4 cm","16,6 kg"
Laserprinters,"Brother HL-L5100DNT","Met een printsnelheid tot 40 pagina's per minuut is de Brother HL-L5100DNT zwart-wit laserprinter geschikt voor op een groot kantoor. Deel de printer via wifi met de hele werkgroep en print presentaties en notities op eenvoudig via AirPrint of Google Cloud Print. Vertrouwelijke documenten verstuur je met een pincode naar de printer. De papiercapaciteit is uit te breiden van 820 vel tot 1.340 vel. Wanneer de papierlade bijna leeg is, ontvangt de beheerder een mailtje zodat je nooit zonder papier zit.","299,-","Brother","HL-L5100DNT","Alléén printen","Laser","A4","1200 x 1200","40 ppm","None","None","37,3 cm x 38,8 cm x 38,7 cm","14,6 kg"
Laserprinters,"Samsung Xpress SL-C480FN","","299,-","Samsung","SL-C480FN/SEE","All-in-one","Laser","A4","None","4 ppm","18 ppm","None","40,6 cm x 36,2 cm x 28,9 cm","12,9 kg"
Laserprinters,"Xerox Versalink C400V_DN","Met de Xerox Versalink C400V_DN laserprinter maak je met 20 collega's 150 printjes per dag wat hem geschikt maakt voor een groot kantoor. Het ConnectKey platform geeft je de vrijheid printerinstellingen aan te passen vanaf je smartphone of printer. Zo stuur je printjes en scantaken naar de cloud. Of beperk de toegang tot de printer voor een gebruiker vanwege bijvoorbeeld hoog papierverbruik. Is de toner bijna op? Dan bestelt de printer automatisch nieuwe toners, waardoor je nooit zonder inkt zit. Al je printjes zijn dankzij de 256-bits encryptie beschermt tijdens de verzending, zodat onbevoegden geen toegang hebben tot je gevoelige data. Je bespaart verder papier doordat je automatisch dubbelzijdig afdrukt.","449,-","Xerox","C400V_DN","Alléén printen","Laser","A4","600 x 600","35 ppm","35 ppm","2 GB","49,1 cm x 48,8 cm x 39,9 cm","26 kg"
Labelprinters,"DYMO LabelManager 420P","Met de DYMO LabelManager 420P verlies je nooit de controle over jouw labels. Deze labelprinter bezit verschillende handige, maar vooral praktische functionaliteiten voor de gebruiker. Het grote, verlichte scherm biedt ruimte voor 4 tekstregels. Het besturingssysteem geeft alle menu-items overzichtelijk weer waardoor je gemakkelijk kan kiezen uit de verschillende lettertypes en tekststijlen. Het ABC-toetsenbord zorgt voor een snelle verwerking van labels. Wil je extra accenten leggen? Maak dan gebruik van een van de 8 kaderstijlen of de mogelijkheid om jouw tekst te onderstrepen. Doordat de DYMO LabelManager 420P gevoed wordt door een oplaadbare lithium-ionbatterij, kan je het apparaat op iedere locatie gebruiken en ben je gevrijwaard van het kopen van AA-batterijen.","101,99","Dymo","S0915440","None","None","None","180 x 180","None","None","None","11,1 cm x 21,5 cm x 5,7 cm","0,5 kg"
Laserprinters,"Xerox WorkCentre 6515N","Met de Xerox WorkCentre 6515N laserprinter print, scan, kopieer en fax je al je documenten binnen een groot kantoor. Door de LED technologie zitten er minder bewegende onderdelen in de printer wat ten goede komt aan de betrouwbaarheid. Maak gebruik van de automatische documentinvoer en print met een snelheid van 28 pagina's per minuut. Je deelt daarnaast de printer bedraad via het netwerk zodat al je werknemers er bij kunnen. Of als je een Android smartphone hebt met NFC, dan is het zo simpel als, houdt de smartphone dichtbij de printer en je printtaak wordt draadloos verstuurd. Heb je een iPhone of iPad? Met Airprint verstuur ook jij draadloos je printjes naar de printer.","359,-","Xerox","6515V_N","All-in-one","LED-technologie","A4","2400 x 1200","28 ppm","28 ppm","None","50,6 cm x 42 cm x 50 cm","36,2 kg"
Laserprinters,"HP LaserJet Pro MFP M521DW","De HP LaserJet Pro MFP M521DW is printer, scanner, kopieerapparaat en fax tegelijk. Het installeren gebeurt in een handomdraai en hij is zeer makkelijk te bedienen door het touchscreen display. Even snel een printje maken en geen pc beschikbaar? Geen probleem, met deze printer kan je ook vanaf een usb-stick of via het Wi-Fi netwerk printen. Door de automatische documentinvoer gaat het scannen of kopiëren heel vlot en dankzij de hoge printsnelheden is iedere klus snel geklaard. Ook is het mogelijk om een scanopdracht direct op usb op te slaan of te verzenden via e-mail, handig om documenten te archiveren.","709,-","HP","A8P80A","All-in-one","Laser","A4","1200 x 1200","40 ppm","None","0,256 GB","46,5 cm x 46,5 cm x 50,8 cm","22,4 kg"
Labelprinters,"DYMO LetraTag LT-100T (AZERTY)","Personaliseer al je spullen met de DYMO LetraTag LT-100T (AZERTY). Op dit tafelmodel labelwriter tik je eenvoudig zelfklevende labels. De machine  beschikt over een AZERTY -toetsenbord en is hierdoor eenvoudig in gebruik. Kies bij het maken van je label uit  7 printstijlen, 5 tekengroottes en 8 kaders. Al deze mogelijkheden zorgen ervoor dat de label precies wordt zoals jij wilt. Het grafische LCD-display toont met de print preview-functie precies hoe je label eruit gaat zien. En gebruik je de DYMO LetraTag LT-100T even niet dan schakelt deze zichzelf automatisch uit.","33,99","Dymo","S0758360","None","None","None","160","None","None","None","22 cm x 8,3 cm x 4,8 cm","0,229 kg"
Laserprinters,"HP LaserJet Pro 500 MFP M521DN","De HP LaserJet Pro 500 MFP M521DN is printer, scanner, kopieerapparaat en fax tegelijk. Het installeren gebeurt in een handomdraai en hij is zeer makkelijk te bedienen door het touchscreen display. Door de automatische documentinvoer gaat het scannen of kopiëren heel vlot en dankzij de hoge printsnelheden is iedere klus snel geklaard. Even snel een printje maken en geen pc beschikbaar? Geen probleem, deze printer kan direct vanaf een usb-stick printen. Ook is het mogelijk om een scanopdracht direct op usb op te slaan of te verzenden via e-mail, handig om documenten te archiveren. De HP LaserJet Pro 500 MFP M521DN kan diverse soorten en formaten papier verwerken.","659,-","HP","A8P79A","All-in-one","Laser","A4","1200 x 1200","40 ppm","None","0,256 GB","46,5 cm x 46,5 cm x 50,8 cm","22,3 kg"
Laserprinters,"Samsung Xpress C1810W","De Samsung Xpress C1810W is een compacte kleurenlaserprinter met een hoge printsnelheid. Via wifi of de NFC-optie, koppel je eenvoudig tablets, smartphones of pc's aan deze printer. Met een groot intern geheugen heeft deze printer geen moeite met het verwerken van meerdere opdrachten tegelijkertijd. Geen wachtrij bij de printer meer dus!","219,-","Samsung","SL-C1810W/SEE","Alléén printen","Laser","A4","9600 x 600","16 ppm","16 ppm","None","42 cm x 42,6 cm x 26,4 cm","16,62 kg"
Laserprinters,"Samsung Xpress M2825ND","De Samsung Xpress M2825ND is een compacte en snelle zwart-witlaserprinter. Met een afdruksnelheid van 28 pagina's per minuut en handige functionaliteiten als automatisch dubbelzijdig afdrukken en blanco pagina's overslaan ben je verzekerd van een efficiënte printer. Om nog meer kosten te besparen kan je ook de Easy Eco Driver downloaden. Hiermee wordt het papier-, stroom,- toner-, en CO2-verbruik verlaagd. De Samsung Xpress M2825ND beschikt verder ook over een netwerkaansluiting. Hierdoor is het mogelijk om de printer te delen met meerdere gebruikers binnen het netwerk.","139,-","Samsung","SL-M2825ND/SEE","Alléén printen","Laser","A4","4800 x 600","28 ppm","None","0,128 GB","36,8 cm x 33,5 cm x 20,2 cm","7,4 kg"
Inkjetprinters,"Epson Stylus Photo 1500W","De Epson Stylus Photo 1500W biedt fotografen die willen afdrukken op A3+ formaat prints van hoge kwaliteit. Deze fotoprinter heeft een resolutie van maximaal 1.440 x 5.760 dpi, waarmee het op een eenvoudige manier hoogwaardige foto's met een glanzende afwerklaag afdrukt. De printer beschikt over wifi en zet je dus overal in huis of op kantoor neer. Dit betekent dus dat meerdere laptops, computers en zelfs iPads draadloos van de printer gebruik kunnen maken. Gebruik de Stylus Photo 1500W voor het afdrukken van je panorama foto's op glanzend papier, voor het afdrukken van opstrijkafbeeldingen, daarnaast druk je direct af op cd's of dvd's en zelfs het bedrukken van enveloppen is met deze Epson een fluitje van een cent.

De geschikte cartridge","379,-","Epson","C11CB53302","Alléén printen","Inkjet","A3+","5760 x 1440","16 ppm","16 ppm","None","61,6 cm x 32,2 cm x 21,5 cm","11,8 kg"
Laserprinters,"Samsung Pro Xpress SL-M3825DW","Print milieuvriendelijk met de Samsung Pro Xpress SL-M3825DW zwart-wit laserprinter voor op kantoor. Dankzij de eco knop print je naast dubbelzijdig ook 2 pagina's op 1 zijde. Verbind de printer met een netwerkkabel of print via wifi rechtstreeks vanaf je laptop, smartphone of tablet. Via SyncThru stel je persoonlijke printlimieten in voor de hele werkgroep. Met een printsnelheid van 38 pagina's per minuut staat er nooit een wachtrij voor de printer. Wil je er zeker van zijn dat je collega's dat geheime rapport niet per ongeluk zien? Print dan met een pincode.","259,-","Samsung","SL-M3825DW/SEE","Alléén printen","Laser","A4","None","38 ppm","None","None","36,6 cm x 36,56 cm x 26,25 cm","10,18 kg"
Laserprinters,"Samsung CLP-680DW","Deze compacte kleurenlaserprinter is geschikt voor gebruik op kantoor. Met een snelheid tot 24 pagina's per minuut voltooit hij iedere printopdrachten vlot. Dankzij de Wi-Fi verbinding en netwerkaansluiting is het ook nog eens heel makkelijk om hem te delen met collega's. Bovendien is hij efficiënt en zuinig in het gebruik door de functie voor dubbelzijdig afdrukken. Dat scheelt papier en dus geld.","319,-","Samsung","CLP-680DW/SEE","Alléén printen","Laser","A4","9600 x 600","24 ppm","24 ppm","None","42 cm x 45,2 cm x 31,1 cm","20,15 kg"
Laserprinters,"HP Color LaserJet Pro CP5225DN","De HP Color LaserJet Pro Professional CP5225DN is een laserprinter voor op kantoor, waarmee je tot en met A3 formaat print. Druk je posters, flyers en brochures in zowel zwart-wit als kleur. Deel de printer via de router, en iedereen binnen het netwerk maakt gebruik van deze printer. En door automatisch dubbelzijdig te printen bespaar je op het papiergebruik.","1.369,-","HP","CE712A","Alléén printen","Laser","A3","600 x 600","20 ppm","20 ppm","None","54,5 cm x 59,9 cm x 33,8 cm","40,9 kg"
Laserprinters,"Canon i-SENSYS LBP6030W","Als je veel tekst print is een laserprinter een goede keuze. Met deze Canon laserprinter druk jij al jouw documenten snel en haarscherp af. Ook hoef je niet bang te zijn dat je inkt uitdroogt. Omdat deze printer met tonerpoeder werkt, is af en toe printen geen probleem. Verbind je printer met je laptop of pc en je hebt altijd een betrouwbare printer om belangrijke documenten te printen.

De juiste toners voor deze printer","114,95","Canon","8468B002","Alléén printen","Laser","A4","600 x 600","18 ppm","None","None","36,4 cm x 24,9 cm x 19,9 cm","5 kg"
Laserprinters,"Canon i-SENSYS LBP6230DW","Met deze Canon laserprinter druk jij al jouw documenten snel, haarscherp én dubbelzijdig af. Verbind je printer met je laptop of pc en je hebt altijd een betrouwbare printer om belangrijke documenten te printen. Met een snelheid tot 25 pagina's per minuut is deze printer geschikt voor iedereen die thuis veel documenten print of voor gebruik op een klein kantoor.","119,99","Canon","9143B003","Alléén printen","Laser","A4","600 x 600","25 ppm","None","None","37,9 cm x 29,3 cm x 24,3 cm","7 kg"
Inkjetprinters,"Brother MFC-J5930DW","Posters en folders op A3 formaat maak je met de Brother MFC-J6935DW inkjetprinter. Vouw het papier dubbel en je hebt zo een boek of tijdschrift op A4 formaat. Scannen, kopiëren en faxen doe je alleen op A4 formaat, waardoor je posters digitaal opslaat en doorstuurt naar opdrachtgevers. Dankzij wifi-direct hoef je niet verbonden te zijn met het wifi netwerk. Je maakt rechtstreeks verbinding met de printer en verstuurt al je printopdrachten draadloos. En via het 9,3 cm kleuren touchscreen pas je nog de instellingen aan zonder tussenkomst van je pc. Het printpad is korter doordat het papier liggend doorgevoerd wordt en niet staand. Dit zorgt ervoor dat je print met een snelheid van 27 pagina's per minuut. Is het papier bijna op dan geeft de printer een waarschuwing door de ingebouwde sensor.","329,-","Brother","MFC-J5930DW","All-in-one","Inkjet","A3","4800 x 1200","22 ppm","20 ppm","0,512 GB","53 cm x 39,8 cm x 37,5 cm","20,6 kg"
Laserprinters,"Brother HL-L8260CDW","Print gevoelige informatie als contracten of personeelsdossiers met de Brother HL-L8260CDW wifi kleuren laserprinter. Je verstuurt je printtaken naar de printer al dan niet voorzien van een pincode. Nadat je de juiste pincode invoert, begint de printer pas met afdrukken. Zo voorkom je dat belangrijke informatie in verkeerde handen valt. Wil je deze printer aansluiten op je netwerk? Start je webbrowser op en stel de netwerkinstellingen in zonder dat je een apart programma installeert. Vanuit je browser beheer je ook de printer en is het mogelijk om een mail te ontvangen als je toner op is of het papier.","325,-","Brother","HL-L8260CDW","Alléén printen","Laser","A4","2400 x 600","31 ppm","31 ppm","0,256 GB","41 cm x 48,6 cm x 31,3 cm","21,8 kg"
Laserprinters,"Brother MFC-L8900CDW","Deze Brother MFC-L8900CDW All-in-one kleurenlaserprinter beschikt over veiligheids- en kostenbesparings instellingen wat hem geschikt maakt voor een ministerie of bankinstelling. Met het PrintSmart Cost Control programma draai je rapportages uit en zie je per gebruiker wat ze afdrukken en hoeveel ze printen. Stel hierna print quota's in en houd je printkosten binnen budget. Beveilig je printtaken optioneel met een pincode en alleen als je deze invoert op het 12,6 cm kleuren touchscreen, start hij pas met afdrukken. Dit is handig als je bijvoorbeeld niet wil dat iedereen je printjes leest voor jij zelf bij de printer bent. Je archiveert op hoog tempo al je contracten en maakt er doorzoekbare pdf's van dankzij de tekstherkenningsfunctie. Ben je op zoek naar een bepaald document? Voer een zoekopdracht in en je hebt zo de juiste papieren weer gevonden.","1.059,-","Brother","MFC-L8900CDW","All-in-one","Laser","A4","2400 x 600","31 ppm","31 ppm","0,512 GB","49,5 cm x 52,6 cm x 54,9 cm","28,7 kg"
Laserprinters,"Brother HL-L9310CDW","Druk gevoelige informatie als dossiers of kwartaalcijfers veilig af met de Brother HL-L9310CDW kleuren laserprinter. Voorkom dat deze informatie in verkeerde handen valt door je documenten optioneel met een pincode naar de printer te sturen. Nadat je jouw ID kaart langs de printer haalt of op het 6,8 cm kleuren touchscreen de pincode intikt, drukt hij pas je papieren af. Stel de netwerkinstellingen van de printer in via je webbrowser zonder dat je een apart programma installeert op je pc. Naast het beperken van gebruikers stel je ook in om een mail te ontvangen mocht het papier of de toner bijna op zijn. En met 1 GB aan geheugen zijn zelfs de grootste printtaken geen probleem voor deze Brother printer.","629,-","Brother","HL-L9310CDW","Alléén printen","Laser","A4","2400 x 600","31 ppm","31 ppm","1 GB","48,6 cm x 31,3 cm x 44,1 cm","22,2 kg"
Labelprinters,"DYMO LabelManager PnP Wireless","De DYMO LabelManager PnP Wireless is uitermate geschikt als je op zoek bent naar een simpele labelprinter voor op je bureau. Sluit hem via Wi-Fi aan op een pc of Mac en ga direct aan de slag. De computer detecteert het apparaat en start de geïntegreerde software op. Daarna kan je gebruikmaken van de verschillende lettertypes en -groottes. Het bewerken en beheren van je labels is in een handomdraai geregeld. Bovendien is hij zo klein, dat hij op geen enkel bureau misstaat.","109,-","Dymo","S0969000","None","None","None","300","None","None","None","11,4 cm x 20,1 cm x 5,7 cm","0,61 kg"
Laserprinters,"Brother MFC-L8690CDW","Deze Brother MFC-L8690CDW All-in-one kleurenlaserprinter beschikt over veiligheidsinstellingen wat hem geschikt maakt voor een notariskantoor of ministerie. Beveilig je printtaken optioneel met een pincode en alleen als je deze invoert op de printer zelf, start hij pas met afdrukken. Dit is handig als je bijvoorbeeld niet wil dat iedereen je printjes leest voor jij zelf bij de printer bent. Is een faxfunctie nog van waarde voor jouw bedrijf? Ontvang vanaf nu al je faxen direct digitaal via de mail. Dit scheelt het achteraf inscannen en je bespaart op de papierkosten. Je archiveert op hoog tempo al je contracten en maakt er doorzoekbare pdf's van dankzij de tekstherkenningsfunctie. Ben je op zoek naar een bepaald document? Voer een zoekopdracht in en je hebt zo de juiste papieren weer gevonden.","559,-","Brother","MFC-L8690CDW","All-in-one","Laser","A4","2400 x 600","31 ppm","31 ppm","0,512 GB","43,5 cm x 52,6 cm x 53,9 cm","27,9 kg"
Laserprinters,"Lexmark MS417DN","De Lexmark MS417DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 38 pagina's per minuut. En om meer tijd en papier te besparen druk je je documenten automatisch dubbelzijdig af. Daarnaast lees je op het 6 cm grote kleurenscherm de informatie af van je printopdrachten en stel je met de knoppen ernaast de instellingen in. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Met een iPhone of iPad verstuur je de printopdrachten draadloos via AirPrint.","119,-","Lexmark","35SC280","Alléén printen","Laser","A4","1200 x 1200","38 ppm","None","None","39,9 cm x 38,2 cm x 26,3 cm","14,2 kg"
Laserprinters,"Lexmark CS727DE","","279,-","Lexmark","40CC136","Alléén printen","Laser","A4","2400 x 600","38 ppm","38 ppm","None","44,2 cm x 40,7 cm x 29,1 cm","20,3 kg"
Inkjetprinters,"Brother MFC-J6935DW","Posters en folders op A3 formaat maak je met de Brother MFC-J6935DW inkjetprinter. Vouw het papier dubbel en je hebt zo een boek of tijdschrift op A4 formaat. Scannen, kopiëren en faxen doe je ook op A3 formaat, waardoor je posters digitaal opslaat en doorstuurt naar opdrachtgevers. Dankzij wifi-direct hoef je niet verbonden te zijn met het wifi netwerk. Je maakt rechtstreeks verbinding met de printer en verstuurt al je printopdrachten draadloos. En via het 9,3 cm kleuren touchscreen pas je nog de instellingen aan zonder tussenkomst van je pc. Het printpad is korter doordat het papier liggend doorgevoerd wordt en niet staand. Dit zorgt ervoor dat je print met een snelheid van 27 pagina's per minuut. Is het papier bijna op dan geeft de printer een waarschuwing door de ingebouwde sensor.","439,-","Brother","MFC-J6935DW","All-in-one","Inkjet","A3","4800 x 1200","22 ppm","20 ppm","0,512 GB","57,5 cm x 47,7 cm x 37,5 cm","23,7 kg"
Laserprinters,"Samsung CLX-6260ND","Wachtrijen bij de printer zijn met de Samsung CLX-6260ND verleden tijd. Met het uitgebreide geheugen en de optie om automatisch dubbelzijdig te printen, hoef je namelijk nooit lang te wachten op jouw prints. Dankzij de uitstekende printkwaliteit zijn je prints ook geschikt voor gebruik buiten het bedrijf. Dus sluit de printer via een netwerkkabel aan op jouw modem, deel de printer met je collega's en ga zonder zorgen aan de slag!","449,-","Samsung","CLX-6260ND/SEE","All-in-one","Laser","A4","600 x 600","24 ppm","24 ppm","None","42 cm x 45,25 cm x 47,68 cm","26,7 kg"
Labelprinters,"Brother PT-D450VP","Print met deze Brother PT-D450VP labels voor je documenten, brieven of kantooraccessoires. Druk zonder tussenkomst van een pc je labels af. Gebruik het ingebouwde qwerty toetsenbord om je labels op te maken en bekijk, voor je daadwerkelijk afdrukt, hoe de labels eruit komen door middel van de 'preview' functie op het LCD scherm. Daarnaast maakt deze labelprinter gebruik van thermische overdracht. Hierdoor hoef je geen inkt te kopen. Je drukt labels af vanaf 3,5 mm tot 18 mm breed en met een afdruksnelheid van 20 mm per seconde heb je je labels snel bij de hand.","59,99","Brother","PTD450VPUR1","None","None","None","180 x 180","None","None","None","18,8 cm x 17,7 cm x 7,2 cm","0,74 kg"
Inkjetprinters,"Ricoh SG 3110DNw","De Ricoh SG 3110DNw inkjetprinter misstaat niet in een (thuis)kantoor. Verbind de printer via wifi en verstuur al je documenten draadloos binnen het bereik van je wifi netwerk. Met een papierlade van 850 vellen ben je minder vaak papier aan het bijvullen. Druk al je documenten in zwart of kleur af met een snelheid van 12 pagina's per minuut. En print je alles automatisch dubbelzijdig af dan bespaar je verder zelfs op papiergebruik. De LiquidGel techniek zorgt er verder voor dat de inkt snel droogt na het afdrukken. Zo voorkom je inktvegen op je printjes.","219,-","Ricoh Nederland B.V.","906306","Alléén printen","Inkjet","A4","3600 x 1200","12 ppm","12 ppm","0,128 GB","39,9 cm x 43,7 cm x 21,3 cm","10,5 kg"
Inkjetprinters,"HP ENVY Photo 6234 All-in-One","De HP ENVY Photo 6234 All-in-one is een compacte inkjetprinter voor thuisgebruikers. Dankzij de hoge printsnelheid van 12 zwart-wit pagina's print je sneller dan de meeste thuisprinters. Bovendien ondersteunt het apparaat dubbelzijdig afdrukken, waardoor je papier bespaart. Door de resolutie van 4.800 bij 1.200 print je gedetailleerde foto's. Zet de randloze print optie aan en je afbeeldingen rollen zonder witranden je printer uit. Wil je meer rust in de woonkamer? Dankzij de stille modus print je apparaat rustiger met minder geluid. En printen doe je ook nog eens draadloos door je smartphone, tablet of laptop met je printer via wifi te verbinden. Maak eenvoudig een kopie via het aanraakgevoelige scherm, waarmee je direct instellingen aanpast.","99,99","HP","K7S21B","All-in-one","Inkjet","A4","4800 x 1200","12 ppm","8 ppm","0,256 GB","45,35 cm x 41 cm x 15,56 cm","6,7 kg"
Inkjetprinters,"HP ENVY 5030 All-in-one","De HP ENVY 5030 All-in-one is een inkjetprinter voor privégebruik. Dankzij de all-in-one functies maak je afdrukken, scans en kopieën met één apparaat. De printer heeft dual band wifi, waardoor de wifi verbinding met je smartphone, tablet of laptop stabieler is en je minder lang wacht tot je printer je afdrukopdracht krijgt. Wil je papier besparen? Schakel dan dubbelzijdig printen in. Bovendien gebeurt dit automatisch, waardoor je zelf geen papier meer hoeft om te draaien. Wil je snel een kopie maken? Dankzij het ingebouwde touchscreen selecteer je snel de juiste instellingen. En door de stille modus maakt de printer minder geluid als je afdrukken maakt.","79,99","HP","M2U92B","All-in-one","Inkjet","A4","4800 x 1200","10 ppm","7 ppm","0,256 GB","56,4 cm x 44,5 cm x 12,8 cm","5,41 kg"
