product_type,product_name,product_desc,product_price,product_brand,product_model,product_mousemodel,product_lr,product_buttons,product_sensor,product_dpi,product_connection,product_os,product_dimensions,product_color
Muizen,"Trust Isotto Wireless Mouse","De Trust Isotto Wireless Mouse is een compacte draadloze muis die is te gebruiken bij je laptop en makkelijk past in een laptoptas. De draadloze 2.4 GHz technologie zorgt voor minder storing, afkomstig van overige apparatuur in huis of op kantoor. De USB nano-ontvanger is dermate klein dat je deze in je laptop kan laten zitten wanneer je onderweg bent.","18,99","Trust","17233","Compact","Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","6,6 cm x 9,9 cm x 3,7 cm","Zwart, Zilver"
Muizen,"Bakker Elkhuizen Evoluent3 Rechtshandige Muis","De Bakker Elkhuizen Evoluent3 Rechtshandige Muis zorgt voor een juiste houding van je pols en arm. De muis is erg nauwkeurig tot een resolutie van 2600 dpi. De nauwkeurigheid van de muis kan je naar wens instellen. De Bakker Elkhuizen Evoluent3 Rechtshandige Muis is voorzien van 5 programmeerbare knoppen. Het ontwerp van deze muis went erg snel en heeft op termijn een preventieve werking tegen RSI klachten.","99,-","Evoluent","BNEEVR","Full-size","Rechtshandig","4 knoppen","Optisch","None","Bedraad","Nee","8,3 cm x 7,9 cm x 11,4 cm","Grijs, Zwart"
Gaming muizen,"Roccat Lua Gaming Muis","De Roccat Lua gaming muis is gericht op links- en rechtshandige shooter spelers die graag met lage dpi instellingen spelen. De muis vermijdt onnodige poespas en heeft alleen wat jij nodig hebt: instelbare dpi en goede griptextuur. De dpi is in 7 trappen van 250 naar 2000 dpi in te stellen zodat jij op elk moment over de juiste gevoeligheid beschikt. De  symmetrische vorm is voorzien van een ruwe griptextuur zodat jij ook tijdens de spannendste 1 v 1 momenten goede grip op je muis hebt.","39,90","Roccat","ROC-11-310","Full-size","Linkshandig, Rechtshandig","3 knoppen","Laser","None","Bedraad","Ja","6,5 cm x 11,5 cm x 3 cm","Blauw"
Muizen,"Kensington Slimblade Trackball","De bediening van je laptop- op desktopcomputer heb je pas echt helemaal in de hand wanneer je werkt met de Kensington Slimblade Trackball. Met zijn platte vormgeving en uitgekiend formaat van de trackball werk je uren achter elkaar door, zonder kramp of pijn in je vingers, handen of armen te krijgen. Met de Kensington Slimblade Trackball heb je drie verschillende bedieningsmodi in de vingers. In de navigatie-mode bestuur je de cursor zoals je dat ook met de muis doet. Films en muziek bedien je in de media-mode, waarin je het volume kan aanpassen en het vorige of volgende bestand kiest. Met de view-mode zoom je makkelijk in en uit. Omdat je in verschillende programma's gebruikt maakt van de verschillende modi, levert Kensington de Slimblade Trackball met handige heads-up display-software. Zo zie je in één oogopslag welke modus actief is. Bovendien onthoudt de software je instellingen per applicatie, zodat de Trackball automatisch de juiste modus kiest wanneer je tussen verschillende programma's schakelt.","126,99","Kensington","K72327EU","Full-size","Linkshandig, Rechtshandig","None","Trackball","None","Bedraad","Nee","12,7 cm x 15,24 cm x 8,89 cm","Zwart"
Gaming muizen,"Trust GXT 166 MMO","Je kent het wel. Ben je net gewend aan de door jou zelf geprogrammeerde muisinstellingen voor jouw favoriete massively multiplayer online role playing game, verschijnt de volgende MMORPG alweer waarin je ongetwijfeld veel tijd steken wilt. Maar ga je die met dezelfde muisinstellingen spelen? Nee, natuurlijk niet; de ene game is zeer zeker de andere niet. Gelukkig biedt het interne geheugen van de Trust GXT 166 MMO aan maximaal vijf gameprofielen. Schakelen tussen opgeslagen profielen mag dus geen probleem zijn.","44,99","Trust","19816","None","Rechtshandig","18 knoppen","Laser","None","Bedraad","Ja","7,7 cm x 11,9 cm x 3,9 cm","Rood"
Muizen,"Evoluent 4 Linkshandige Muis","De Evoluent 4 Linkshandige Muis is erg nauwkeurig en went snel. Het ontwerp zorgt voor een juiste houding van je arm en pols, zodat je RSI klachten kan voorkomen. Je duim en pink hebben voldoende rust met de Evoluent 4 Linkshandige Muis. De nauwkeurigheid is in te stellen naar eigen wens, in vier oplopende standen. Zorg voor je pols en voorkom klachten in de toekomst, met behulp van de Evoluent 4 Linkshandige Muis.","120,95","Evoluent","BNEEVL4","Full-size","Linkshandig","5 knoppen","Optisch","None","Bedraad","Nee","7,6 cm x 11,7 cm x 8,6 cm","Grijs, Zwart"
Gaming muizen,"Roccat Kone Pure Core","De Roccat Kone Pure Core is een kleinere versie van één van de meest populaire muizen onder professionele gamers. Qua mogelijkheden lever jij niks in. Dankzij een gevoelige lasersensor met gevoeligheid van 8200 DPI, een krachtige 32-bit processor en een geïntegreerde ''Tracking and Distance Control Unit'' worden al jouw bewegingen nauwkeurig omgezet naar acties in jouw favoriete games. Voor de knoppen van de Kone Pure heeft Roccat gebruik gemaakt van duurzame switch-technologie van Omron. Dit zorgt voor precieze clicks met voelbare feedback. Macro's en instellingen voor de 7 knoppen en het scrollwiel bewaar je in de muis zelf, dankzij het on-board geheugen. De instelbare led verlichting en het onmiskenbare Roccat-logo maken de Roccat Kone Pure helemaal af in stijl.","69,99","Roccat","ROC-11-700","Compact","Rechtshandig","7 knoppen","Laser","None","Bedraad","Ja","7 cm x 11,5 cm x 3,5 cm","Zwart"
Muizen,"Logitech M335 Zwart","De Logitech M335 is zo klein dat hij gemakkelijk in je laptoptas of jaszak past. Plug de micro-ontvanger van de optische muis in je laptop en je kunt direct aan de slag. Navigeren gaat met deze Logitech wireless mouse een stuk comfortabeler dan met een touchpad. Op een volle AA-batterij gebruik je de M335 maar liefst 18 maanden.","46,99","Logitech","910-004438","Compact","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Draadloos","Nee","10,05 cm x 3,3 cm x 6,11 cm","Zwart"
Muizen,"R-Go HE Mouse Verticale Muis Links draadloos","De R-Go HE Mouse Verticale Muis Links draadloos is een ergonomische muis met name dankzij de verticale grip. Deze grip zorgt voor een neutrale, ontspannen stand van hand en pols. Hierdoor beweeg je jouw hand vanuit de onderarm en niet vanuit de pols. Op deze manier worden klachten en RSI voorkomen. Je hebt geen last van kabels die in de weg zitten. Met de usb ontvanger gebruik je de muis namelijk draadloos. De muis ligt prettig in de hand, doordat hij jouw pols en vingers ondersteunt. De knoppen zijn instelbaar, waardoor je zelf bepaalt op welke manier je de muis het liefst gebruikt.","78,99","R-Go Tools","RGOHEWLL","Compact","Linkshandig","4 knoppen","Laser","None","Draadloos","Nee","8,3 cm x 10,5 cm x 7,6 cm","Zwart"
Gaming muizen,"Trust GXT 155C","De Trust GXT 155C. Een bedrade gaming muis die wat gewicht in de schaal legt. Of beter gezegd: gewichtjes. Want het staat je geheel vrij de muis te voorzien van maximaal 8 (meegeleverde) metalen gewichtjes van 2 gram per stuk. Je hoeft ze niet te gebruiken. Maar ben je niet content met het netto gewicht van de Trust GXT 155C, staat het je vrij deze toe te voegen tot je wel de juiste balans gevonden hebt.","47,99","Trust","20853","None","Rechtshandig","11 knoppen","Laser","None","Bedraad","Ja","8,9 cm x 12,4 cm x 4,1 cm","Blauw"
Gaming muizen,"Speedlink Ledos Rood","De Speedlink Ledos is een tweehandig gaming muis die van alle shooter gemakken is voorzien. De Ledos is namelijk voorzien van 2 speciale knoppen die het leven in een competitieve shooter namelijk een stuk gemakkelijker maken. Zoek je precisie? Druk dan op de sniper knop en je wisselt eenvoudig heen en weer tussen 500 dpi en je normale dpi instellingen, zodat je tussendoor even die headshot meepikt. Ben je meer van de run-and-gun, dan gebruik je de burst-fire knop om ook met volautomatische wapen gericht schoten af te vuren. Dankzij de rubberen afwerking heb je genoeg grip op de muis om je reflexen consistent hun werk te laten doen.","26,99","Speedlink","101145","None","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","16,4 cm x 7,5 cm x 24,5 cm","Rood"
Gaming muizen,"BenQ Zowie EC1-A (Large)","Ben je een gamer met gemiddelde of grote handen, dan is de BenQ Zowie EC1-A de muis voor jou. Deze muis ligt namelijk het beste in de hand als je handen groter zijn dan 18 cm (pols t/m middelvinger). Met een druk op de knop ga je in 4 trappen van 800 naar 3200 dpi. Elke trap heeft zijn eigen kleur, zo weet je precies welke instelling je gebruikt. Als je de muis optilt stopt de muis direct met tracken. Handig bij games als Counter Strike, waarbij een polsbeweging altijd het zelfde resultaat moet opleveren om bijvoorbeeld snel 360 graden te draaien. Drivers zijn niet nodig bij deze muis, zodra je hem aansluit ga je aan de slag.","64,-","BenQ","9H.N02BB.A2E","None","Linkshandig, Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","6,9 cm x 12,8 cm x 4,3 cm","Blauw, Groen, Rood, Paars"
Gaming muizen,"SteelSeries Rival 500","Met de SteelSeries Rival 500 maak je je MOBA duels een stukje gemakkelijker. Dankzij de 10 extra knoppen bij de linker- en rechter muisknop en je duim vliegen de skillshots, macro's en ultimates je tegenstander constant om de oren. De laagste 2 duimknoppen zijn op slot te zetten waardoor je ze ook als rustpunt gebruikt wanneer je het ook even met minder knoppen redt. Ook snelle reacties gaan je goed af want dankzij de rubberen grepen heb je genoeg grip om je tegenstander te snel af te zijn. Met de Steelseries software programmeer je zelf complexe macro's waarin je ook aanslagen van je toetsenbord verwerkt.","89,99","SteelSeries","62051","None","Rechtshandig","15 knoppen","Optisch","None","Bedraad","Ja","7,8 cm x 11,8 cm x 4,3 cm","Oranje"
Gaming muizen,"Trust GXT 162","Zet de controls naar je hand met de ergonomisch gevormde Trust GXT 162 gaming muis. De knoppen van deze muis zijn namelijk te programmeren, zo zorg je dat je bijvoorbeeld in Call of Duty altijd makkelijk op melee knop drukt of nog sneller je skillshots afvuurt in League of Legends. Een uurtje gamen bestaat niet: met deze ergonomisch gevormde muis ben je klaar voor die urenlange sessies. Kabel in de knoop? Dankzij de robuuste, gevlochten kabel hoef je niet bang te zijn voor knopen, kabelbreuk of slijtage. Gamen doe je natuurlijk in stijl, daarom stel je bij deze muis de verlichting van het logo en de dpi knop zelf de kleur in.","36,99","Trust","21186","None","Rechtshandig","9 knoppen","Optisch","None","Bedraad","Ja","8,3 cm x 13,4 cm x 4 cm","Rood"
Gaming muizen,"Asus ROG Spatha","De Asus ROG Spatha is een duurzame MMO gaming muis met ruimte voor upgrades. Met de meegeleverde schroevendraaier verwissel je namelijk zelf de switches van de muis (raadpleeg de handleiding). De muis is gemaakt van een speciale magnesium legering, hierdoor is de muis licht, stevig en duurzaam. Het laadstation is magnetisch, hierdoor blijft de muis vanzelf 'plakken' aan het laadstation, handig en stijlvol voor op je battlestation. Met 12 verschillende programmeerbare knoppen en 4 verschillende profielen heb je in elke game de belangrijkste functies onder de vingers. Speel je een shooter waarbij precisie essentieel is? Dan gebruik je de muis in de bekabelde modus om de precies nog verder op te krikken.","169,-","Asus","90MP00A1-B0UA00","None","Rechtshandig","12 knoppen","Laser","None","Bedraad, Draadloos","Ja","8,9 cm x 13,7 cm x 4,5 cm","Zwart"
Gaming muizen,"Razer Abyssus 2000 + Goliathus Speed Terra bundel","Het is meteen Game on met de Razer Abyssus 1800 & Goliathus Speed gaming-bundel, want met een muis én een muismat ga je meteen digitaal de strijd aan. De hoofdrolspeler in deze bundel is de Razer Abyssus, een 1800 dpi gaming muis voor zowel rechts- als linkshandigen. De rubberen grepen aan de zijkanten geven je de grip die je nodig hebt voor snelle actie of FPS games zoals Doom of Overwatch. Daarnaast is er de Goliathus Speed Small muismat, een compacte muismat ontworpen voor de snelle muisbewegingen die met de Abyssus maakt.","49,-","Razer","147164","None","Linkshandig, Rechtshandig","4 knoppen","Optisch","None","Bedraad","Ja","6,4 cm x 11,7 cm x 3,8 cm","Blauw, Groen, Wit"
Gaming muizen,"BenQ Zowie ZA 13 (Small)","Houd de BenQ Zowie ZA 13 in een palmgrip en je houdt je tegenstanders strak in het vizier. De muis ligt het best in de hand bij spelers met kleine handen, niet groter dan 17 cm (pols t/m middelvinger). Met een dpi tussen de 800 en 3200 dpi stel je de muis met een druk op de knop in op jouw speelstijl. Dankzij de lage lift up grens stopt de muis met tracken als je hem optilt. Hierdoor levert een beweging altijd hetzelfde resultaat op,  360noscopes en onmiddelijk omdraaien zijn hierdoor makkelijker aan te leren. Wissel tussen de links- en rechtshandige modus om gebruik te maken van één van de twee sets duimknoppen.","69,-","BenQ","9H.N08BB.A2E","None","Linkshandig, Rechtshandig","7 knoppen","Optisch","None","Bedraad","Ja","6,2 cm x 12 cm x 3,8 cm","Zwart"
Gaming muizen,"Creative Sound BlasterX Siege M04 Gaming Muis","De SoundblasterX Siege M04 is een kleurrijke gaming muis gericht op shooter spelers. De muis is namelijk ingericht op het maken van snelle, precieze bewegingen. Zo heeft de muis een lage lift-off distance, waardoor jij jouw reflexen en muscle-memory hun werk laat doen. Ook bewaar je jouw favoriete dpi instellingen voor verschillende rollen als snipen of andere specifieke wapens. Of je nou op hoge of lage dpi speelt, de rubberen grepen geven je volledige controle over het plaatsen van je headshots. Je speelt altijd in  stijl, want met de programmeerbare aurora verlichting laat je de muis oplichten in de kleuren van jouw clan.","73,99","Creative","70GP007000000","None","Rechtshandig","7 knoppen","Optisch","None","Bedraad","Ja","6,7 cm x 13,56 cm x 4,3 cm","Zwart"
Gaming muizen,"Razer DeathAdder Chroma Overwatch Edition","Met de Razer Deathadder Chroma Overwatch Edition gaming muis haal je Play of the Game in stijl. De muis heeft namelijk mechanische switches in de knoppen, hierdoor wordt je klik eerder geregistreerd en schiet je net iets eerder dan je tegenstanders. Van kleine, precieze bewegingen tot lange, slepende low-sensitivity muisbewegingen, met een hoge dpi tot 16.000 stel je de gevoeligheid van de muis naar wens af. Gevoelig of langzaam, de rubberen grepen aan de zijkanten geven je de controle die je nodig hebt om snelle en precieze bewegingen uit te voeren. De muis licht op in één van de 16,8 miljoen beschikbare kleuren, bijvoorbeeld die van jouw computerkast of elke dag in een ander kleurtje.","92,99","Razer","137912","None","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","7 cm x 12,7 cm x 1,73 cm","Geel"
Gaming muizen,"Sharkoon Shark Zone M52","De Sharkoon Shark Zone M52 is een solide muis gericht op beginnende shooterspelers. 
De muis heeft een veilige vorm die met vrijwel elke grip techniek comfortabel in de hand ligt. Met de twee programmeerbare duimknoppen voer je snel extra acties uit, zoals het gooien van een digitale granaat of een melee aanval. Headshots raken doe je met deze muis in stijl, want de verlichting van deze muis zit aan de onderzijde. Hierdoor geeft de muis een neon gloed af in een van de 5 verschillende kleuren.","44,99","Sharkoon","4044951017126","None","Linkshandig, Rechtshandig","8 knoppen","Laser","None","Bedraad","Ja","6,65 cm x 12,45 cm x 3,8 cm","Blauw, Groen, Rood, Geel, Paars"
Muizen,"Rapoo 7600 PL Draadloze Muis Grijs","De Rapoo 7600 PL GR Draadloze Muis is dankzij zijn vorm en grootte comfortabel in gebruik en ontlast hierdoor de pols tijdens het navigeren met de cursor. De muis heeft 6 handige knoppen en een instelbare laser sensor. Doordat de muis energiezuinig is gaan de batterijen tot 9 maanden mee. Met de draadloze connectiviteit van 2,4 Ghz heb je een bereik tot 10 meter en een hoek van 360 graden. Dankzij de 1000 DPI beweeg je vloeiend met de muiscursor door al jouw bestanden en pagina's.","34,99","Rapoo","7600 PL GR","Full-size","Rechtshandig","4 knoppen","Laser","None","Draadloos","Nee","12,1 cm x 18,2 cm x 3,8 cm","Grijs"
Muizen,"Kensington Expert Optical Trackball Muis","Beweeg met precisie de muis over je scherm met deze Kensington Expert Wireless Trackball Muis. Met de 'Scroll Ring' die rondom de trackball zit, ga je in één beweging met je wijsvinger snel door lange documenten of webpagina's. Voor nog meer comfort en ergonomie bevestig je de bijgeleverde polssteun aan de muis. Hierdoor zijn lange werkdagen minder vermoeiend. Heb je een beperkte werkruimte? Dan is deze muis geschikt aangezien je niet meer de hele muis hoeft te bewegen. Vanwege de symmetrie van de Expert Optical Trackball Muis is deze door zowel links- als rechtshandigen te gebruiken.","115,-","Kensington","64325","Full-size","Linkshandig, Rechtshandig","4 knoppen","Trackball","None","Bedraad","Nee","13 cm x 14 cm x 5,5 cm","Zwart"
Gaming muizen,"Razer Naga (Linkshandig)","De Razer Naga (Expert MMO) doet zijn naam eer aan. Hij is - letterlijk - gemaakt voor MMO-games. Sterker nog: hij is nog net wat beter dan zijn voorganger uit 2012. De 12 mechanische duimknoppen liggen meer naar de binnenzijde, wat natuurlijker is voor de positionering van je duim. Ook vernieuwd is het scrollwiel, dat nu naar links en rechts beweegt. Je kunt dus twee extra commando's aan dit wiel toewijzen.","95,-","Razer","98463","None","Linkshandig","19 knoppen","Laser","None","Bedraad","Ja","7,5 cm x 11,9 cm x 4,3 cm","Zwart"
Gaming muizen,"Kingston HyperX Pulsefire FPS Gaming Mouse","De Kingston HyperX Pulsefire FPS Gaming Mouse richt zich op de eisen van een shooter speler. De muis is voorzien van een veilige vorm die geschikt is voor verschillende gripstijlen. Dankzij de rubberen grepen houd je jouw crosshair stevig op het silhouet van je tegenstander gericht of maak je eenvoudig een  180 flick om die tegenstander achter je te verrassen. Kies zelf hoe je de duimknoppen inzet, bijvoorbeeld om snel granaten te gooien of een snelle melee aanval uit te voeren. De gewoven kabel kan tegen een stootje en voorkomt vroegtijdige slijtage.","59,99","Kingston","HX-MC001A/EM","None","Rechtshandig","5 knoppen","Optisch","None","Bedraad","Ja","7,1 cm x 12,7 cm x 4,2 cm","Rood"
Gaming muizen,"Asus ROG STRIX Impact Gaming Muis","De ASUS ROG STRIX Impact is een gaming muis gericht op linkshandige gamers en shooterspelers. De muis is namelijk symmetrisch van vorm, waardoor linkshandige gamers die righties eens even een lesje gamen geven. De mechanische Omron switches van deze muis zijn duurzaam en geven een fijne, duidelijke klik die sneller registreert dan bij een reguliere muis. De muisknoppen zweven los van het frame, wat de weerstand vermindert en de klik afstand verkort waardoor jouw klik nog eerder een headshot is. De rubberen grepen met maya ontwerp garanderen een goede grip, bij voorbeeld als je met lage dpi instellingen speelt. Het logo op de muis is verlicht en licht via de Asus Armory software op in één van de 16,8 miljoen mogelijke kleuren.","54,90","Asus","90MP00P0-B0UA00","None","Linkshandig, Rechtshandig","3 knoppen","Optisch","None","Bedraad","Ja","6,2 cm x 11,5 cm x 3,9 cm","Zwart"
Gaming muizen,"Corsair M65 Pro RGB Wit","''Kan de Corsair M65 RGB alsjeblieft nog wat professioneler?'' Natuurlijk kan dat. Zie hier de Corsair M65 Pro RGB, een gaming muis met een flink hogere dpi: 12000 i.p.v. 8200. Verder is deze Pro-versie niet anders dan zijn voorganger. Hij heeft nog altijd programmeerbare knoppen. Een knop om snel te schakelen tussen een 'normale' dpi en een lagere dpi voor het snipen. RGB-verlichting. En hij heeft losse gewichtjes waarmee je zijn totaalgewicht en balans naar eigen smaak tweakt.","69,99","Corsair","CH-9300111-EU","None","Rechtshandig","8 knoppen","Optisch","None","Bedraad","Ja","7,2 cm x 11,8 cm x 3,9 cm","Wit"
Gaming muizen,"Roccat Tyon Gaming Muis Zwart","De Roccat Tyon gaming muis is ontworpen om games met complexe besturingselementen zonder joystick te spelen. De Tyon beschikt namelijk over 12 extra knoppen om verschillende functies van je game te bedienen. Uniek aan de Tylos zijn de 2 analoge knoppen aan de zij- en bovenkant van de muis. Met deze 'flippers' bestuur je eenvoudig voertuigen, door bijvoorbeeld de throttle of de tilt van je vliegtuig te koppelen. Heb je nóg niet genoeg functies onder de duim? Houd de Roccat Easyshift knop ingedrukt en elke knop biedt gelijk toegang tot een secundaire functionaliteit. Ook qua stijl blinkt de Tyon uit, want hij beschikt over verschillende verlichting zones, waaronder neon-achtige omtrekverlichting met keuze uit 16,8 mogelijke kleuren.","99,-","Roccat","ROC-11-850","None","Rechtshandig","14 knoppen","Laser","None","Bedraad","Ja","8 cm x 12,6 cm x 4,5 cm","Zwart"
Gaming muizen,"SteelSeries Rival 300 Zilver","Een geduchte rivaal voor elke gaming muis in zijn prijsklasse. Dat is de SteelSeries Rival 300. Waarom deze muis zo geducht is? Omdat je een groot aantal kenmerken van de Rival 300 naar eigen wens aanpassen kunt. Zoals de programmeerbare knoppen, de twee verlichtingszones (scrollwiel en logo), het naamplaatje (mocht je een 3D-printer in de buurt hebben) en de reactietijd van de sensor. Over de optische sensor gesproken... deze belooft nul hardwareversnelling, biedt 1:1 tracking en nauwkeurige bewegingen, hoe snel je bewegingen in het heetst van de strijd ook zijn.","69,-","SteelSeries","127197","None","Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","7 cm x 13,3 cm x 4,5 cm","Zilver"
Gaming muizen,"SteelSeries Rival 100 Geel (Proton Yellow)","Je zou je bijna laten afschrikken door zijn prijs. Maar vergis je niet: je krijgt wel heel erg veel 'gaming muis' voor dit kleine bedrag. SteelSeries heeft zeker niet bezuinigd op de SteelSeries Rival 100. Zes programmeerbare knoppen, een aanpasbare cpi (of dpi) tot 4000 en 16,8 miljoen RGB kleurenopties. Allemaal leuk en wel. Echter, de belangrijkste feature is toch echt de zero hardwareacceleratie. In het kort: De Rival 100 registreert de fysieke afstand altijd 'tzelfde, ongeacht de snelheid waarmee je de muis beweegt. Dit komt precisiewerk zoals headshots louter ten goede.","39,-","SteelSeries","62340","None","Linkshandig, Rechtshandig","6 knoppen","Optisch","None","Bedraad","Ja","6,7 cm x 12,1 cm x 4,4 cm","Geel"
Gaming muizen,"Trust GXT 177","Als je een muis graag helemaal naar je hand zet, dan is de Trust GXT 177 de gaming muis voor jou. Je hebt namelijk de keuze om de muis in één van 16,8 miljoen kleuren op te laten lichten, zo kies je bijvoorbeeld dezelfde kleur als de verlichting van je computerkast of kies je elke dag voor een andere kleur. Met 8 programmeerbare knoppen heb je in elke game extra acties onder de vingers zodat je sneller reageert dan je tegenstanders. Laat je reflexen hun gang gaan, want dankzij de ruwe coating heb je genoeg grip voor die snelle headshots.","57,99","Trust","21294","None","Linkshandig, Rechtshandig","8 knoppen","Laser","None","Bedraad","Ja","7 cm x 13 cm x 4 cm","Zwart"
Gaming muizen,"Trust GXT 155","De Trust GXT 155. Een bedrade gaming muis die wat gewicht in de schaal legt. Of beter gezegd: gewichtjes. Want het staat je geheel vrij de muis te voorzien van maximaal 8 (meegeleverde) metalen gewichtjes van 2 gram per stuk. Je hoeft ze niet te gebruiken. Maar ben je niet content met het netto gewicht van de Trust GXT 155, staat het je vrij deze toe te voegen tot je wel de juiste balans gevonden hebt.","47,99","Trust","20411","None","Rechtshandig","11 knoppen","Laser","None","Bedraad","Ja","8,9 cm x 12,4 cm x 4,1 cm","Blauw"
Gaming muizen,"Roccat Kova Gaming Muis Zwart","De Roccat Kova Gaming Muis is er voor links- en rechtshandige gamers die extra functionaliteit zoeken. De Kova beschikt namelijk aan beide kanten over 2 extra Quick Cast knoppen recht naar je linker en rechter muisknop. Hierdoor zijn ze makkelijk te bereiken, zonder jezelf af te leiden van de actie. Je hebt dus niet alleen 4 extra knoppen tot je beschikking, want met de Easy Shift know activeer je de secundaire functies van elke knop, zodat je effectief over 2x zoveel functies beschikt zonder dat de muis volgepropt is met knoppen. De muis licht op bij het scrollwiel en via de neon-achtige strip aan de achterkant, met keuze uit 16,8 miljoen verschillende kleuren.","54,99","Roccat","ROC-11-502","None","Linkshandig, Rechtshandig","12 knoppen","Optisch","None","Bedraad","Ja","0,66 cm x 1,31 cm x 0,38 cm","Zwart"
Gaming muizen,"Roccat Nyth Modular Gaming Muis Zwart","De Roccat Nyth Modulaire gaming muis is dankzij vervangbare zijpanelen geschikt  voor verschillende spelgenres. MMO muizen met 12 muisknoppen zijn we wel gewend, maar bij de Nyth pas je zelf de configuratie van de knoppen naar wens aan. Zo kies je bijvoorbeeld voor grotere knoppen of laat je ruimte tussen de knoppen leeg. Volgens Roccat zelf zijn er duizenden combinaties mogelijk. Bij verschillende configuraties past een andere grip en daarom is ook het grip paneel aan de rechterkant aan te passen: een slanke grip voor claw- en fingertip grips en een breder grip om je vingers op te laten rusten. Customizen wil je altijd en overal, gelukkig neem je alle modulaire onderdelen makkelijk met je mee in het meegeleverde koffertje.","119,-","Roccat","ROC-11-900","None","Rechtshandig","18 knoppen","Laser","None","Bedraad","Ja","7,8 cm x 12,9 cm x 4,4 cm","Blauw"
Muizen,"Logitech M590 Multi-Device Silent Draadloze Muis Grijs","Met de M590 Multi-Device Silent draadloze muis navigeer je naadloos tussen twee computers. Kopieer en plak van de ene naar de andere computer, zelfs als je een Windows pc en een Mac gebruikt. Dit is een stuk handiger dan mails naar je eigen e-mailadres te sturen. De M590 maakt weinig geluid tijdens het klikken en het scrollwiel gebruik je om snel en eenvoudig door lange webpagina's te scrollen.  De 5 programmeerbare knoppen en twee duimknoppen gebruik je voor een eenvoudige bediening. De afgeronde vorm van de muis geeft ondersteuning wanneer je een lange tijd werkt of speelt. Je maakt verbinding via bluetooth of via de 2.4 GHz unifying ontvanger.","54,99","Logitech","910-005198","Compact","Linkshandig, Rechtshandig","7 knoppen","Optisch","None","Draadloos","Ja","6,4 cm x 10,3 cm x 4 cm","Grijs"
Gaming muizen,"Trust GXT 170 Heron Gaming Muis","De Trust GXT 170 Heron gaming muis gaat terug naar de kern van een shooter muis. De muis heeft een gripvriendelijke vorm die geschikt is voor palm-, claw- en fintertip-grip spelers. Je houdt je tegenstander strak in het vizier dankzij de ruwe coating van de muis, die zorgt voor grip en de muis tegelijkertijd een robuust uiterlijk geeft. De Heron barst van de kleur met 16,8 miljoen kleuren verlichting die van onder het donkergrijze frame. Met 2 duimknoppen heb je nog 2 acties onder de duim, zodat je jouw vijanden verrast met een granaat of speciaal item.","57,99","Trust","21813","None","Rechtshandig","5 knoppen","Laser","None","Bedraad","Ja","12,8 cm x 7,4 cm x 4,1 cm","Grijs"
Gaming muizen,"Roccat Kova Gaming Muis Wit","De Roccat Kova Gaming Muis is er voor links- en rechtshandige gamers die extra functionaliteit zoeken. De Kova beschikt namelijk aan beide kanten over 2 extra Quick Cast knoppen recht naar je linker en rechter muisknop. Hierdoor zijn ze makkelijk te bereiken, zonder jezelf af te leiden van de actie. Je hebt dus niet alleen 4 extra knoppen tot je beschikking, want met de Easy Shift know activeer je de secundaire functies van elke knop, zodat je effectief over 2x zoveel functies beschikt zonder dat de muis volgepropt is met knoppen. De muis licht op bij het scrollwiel en via de neon-achtige strip aan de achterkant, met keuze uit 16,8 miljoen verschillende kleuren.","54,99","Roccat","ROC-11-503","None","Linkshandig, Rechtshandig","12 knoppen","Optisch","None","Bedraad","Ja","0,66 cm x 1,31 cm x 0,38 cm","Wit"
Gaming muizen,"Roccat Nyth Modular Gaming Muis Wit","De Roccat Nyth Modulaire gaming muis is dankzij vervangbare zijpanelen geschikt  voor verschillende spelgenres. MMO muizen met 12 muisknoppen zijn we wel gewend, maar bij de Nyth pas je zelf de configuratie van de knoppen naar wens aan. Zo kies je bijvoorbeeld voor grotere knoppen of laat je ruimte tussen de knoppen leeg. Volgens Roccat zelf zijn er duizenden combinaties mogelijk. Bij verschillende configuraties past een andere grip en daarom is ook het grip paneel aan de rechterkant aan te passen: een slanke grip voor claw- en fingertip grips en een breder grip om je vingers op te laten rusten. Customizen wil je altijd en overal, gelukkig neem je alle modulaire onderdelen makkelijk met je mee in het meegeleverde koffertje.","119,-","Roccat","ROC-11-901","None","Rechtshandig","18 knoppen","Laser","None","Bedraad","Ja","7,8 cm x 12,9 cm x 4,4 cm","Blauw"
