product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"Philips Brilliance 349X7FJEW","De Philips Brilliance 349X7FJEW is een ultrawide curved monitor waarop je foto's en video's bewerkt. Door het extra brede beeldscherm met UWQHD resolutie werk je in 4 vensters tegelijkertijd en beschik je over een gedetailleerd beeld voor je grafische werkzaamheden. Het gebogen design van de monitor geeft een panoramisch effect, waardoor je minder met je ogen beweegt. De 117,3% dekking van het sRGB spectrum zorgt voor een levensechte kleurweergave. Daarbij zorgt het VA paneel voor diepe zwartwaarden en hoge contrasten. Bewerk video's zonder haperingen, want de FreeSync technologie voorkomt tearing en stuttering als je een AMD videokaart hebt. Voor een fijne werkhouding is de 349X7FJEW kantelbaar en in hoogte verstelbaar.","799,-","Philips","349X7FJEW/00","34 inch","3440 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","8,1 cm x 1,92 cm x 4,44 cm","8,21 kg"
Monitoren,"Acer Predator Z271Tbmiphzx","Gamen zonder haperingen en met je ogen mikken op je tegenstanders, op de Acer Predator Z271Tbmiphzx curved gaming monitor komen je games vloeiend in beeld. Dankzij Tobii EyeTracking speel je games op een nieuwe manier: met je ogen. Bij games die EyeTracking ondersteunen, zoals Deus Ex: Mankind Divided, volgt de camera je ogen en mik je gemakkelijk op tegenstanders waar je naar kijkt. De curve van de monitor geeft een panoramisch effect en plaatst elk punt op het scherm even ver van je ogen af, hierdoor heb je minder snel last van vermoeide ogen. De combinatie van G-sync en een 144Hz verversingssnelheid zorgt voor vloeiende en natuurlijke animaties, zelfs bij de snel bewegende beelden van shooters.","629,-","Acer","UM.HZ1EE.T01","27 inch","1920 x 1080 pixels","4 ms","None","144 Hz","VA paneel","HDMI, DisplayPort","61,9 cm x 26,8 cm x 51,9 cm","7,6 kg"
Monitoren,"iiyama ProLite E2283HS-B3","Foto's bewerken en films kijken doe je op de iiyama ProLite E2283HS-B3. Dankzij de Full HD resolutie zoom je in op de kleinste details tijdens het perfectioneren van je vakantiekiekjes. Meer zin in een gaming sessie? De reactietijd van 1 ms zorgt er namelijk voor dat de gameplay van je favoriete spellen soepel verloopt. En zit jij urenlang voor de monitor, dan zorgen de Blue Light Reducer en de Flicker Free technologie ervoor dat je minder snel last krijgt van geïrriteerde ogen. Wil je een groter werkoppervlak creëren en meerdere monitoren naast elkaar zetten? Dat kan, dankzij de HDMI, VGA en DisplayPort aansluiting.","119,-","Iiyama","E2283HS-B3","21,5 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","50,5 cm x 19,3 cm x 38,3 cm","3 kg"
Monitoren,"LG 22MB37PU","De LG 22MB37PU is een monitor voor op kantoor. Dit Full HD beeldscherm is kantelbaar, draaibaar, roteerbaar en in hoogte verstelbaar, zodat je altijd op een ergonomisch verantwoorde manier aan het werk bent. En aan het eind van je werkdag ga je niet met een knoop in je nek naar huis. Ook aan je ogen is gedacht. Door de leesmodus en Flicker Safe techniek krijg je minder snel last van vermoeide ogen als je langere tijd naar het scherm kijkt. Schijnt de zon door het raam, dan zorgt deze anti-glare monitor ervoor dat je geen last hebt van lichtreflecties en goed zicht houdt op je werk.","139,-","LG","22MB37PU-B","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","VGA, DVI, USB-type A","50,9 cm x 23,9 cm x 34,9 cm","3,6 kg"
Monitoren,"BenQ GW2480","De BenQ GW2480 is een 24 inch monitor geschikt voor dagelijkse taken als e-mail lezen en internetten. Teksten worden met de Full HD resolutie scherp weergeven en zijn vanuit elke hoek goed zichtbaar dankzij het IPS paneel. Met het blauw licht filter scroll je ook in de late uurtjes nog even door je Facebook tijdlijn heen zonder dat je er vermoeide ogen aan overhoudt. Luister je graag muziek via Spotify? Deze BenQ monitor heeft ingebouwde speakers zodat je gelijk van geluid bent voorzien.","139,-","BenQ","9H.LGDLA.TBE","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon","5,4 cm x 1,75 cm x 4,2 cm","3,84 kg"
Monitoren,"BenQ GL2580H","De BenQ GL2580H is een 25 inch allround monitor voor thuis. Tijdens het spelen van games op dit beeldscherm voelt de besturing strak en zonder vertraging aan dankzij een reactietijd van 2 ms. Ben je in een creatieve bui? Door de Full HD resolutie bewerk jij foto's en video's tot in detail. Of zak gewoon lekker onderuit en bekijk de laatste aflevering van je favoriete serie. En zit jij na aankoop van deze BenQ urenlang voor je nieuwe monitor, dan zorgt het blauw licht filter ervoor dat je minder snel last krijgt van vermoeide of geïrriteerde ogen.","139,-","BenQ","9H.LGFLB.QBE","25 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, Hoofdtelefoon","5,57 cm x 1,75 cm x 4,26 cm","4,4 kg"
Monitoren,"Acer KG281Kbmiipx","Gamen, films kijken en foto's bewerken doe je in vloeiende bewegingen en in 4K op de 28 inch Acer KG281Kbmiipx. Dankzij de Ultra HD resolutie beschik je over een ruim beeld en zoom je tot in het kleinste detail in op je grafische project. Meer een gamer? Met 1ms aan reactietijd heb je geen last van vertraging in je 4K gameplay. En heb je een AMD videokaart, dan voorkomt de FreeSync technologie haperende beelden tijdens je gamesessies. Aan het bingewatchen geslagen op Netflix? Dan zorgt het blauw licht filter ervoor dat je minder snel vermoeide ogen krijgt.","329,-","Acer","UM.PX1EE.005","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon","65,9 cm x 24,1 cm x 48,2 cm","5,5 kg"
Monitoren,"Acer GN246HLBbid","De Acer GN246HLBbid is een 24 inch LED-monitor speciaal ontworpen voor gamers. De monitor is voorzien van een 144Hz paneel met een reactietijd van slechts 1 ms. Supersnelle beelden bij games en films worden hierdoor vloeiend weergegeven zonder dat ze hun scherpte en details verliezen. Dit maakt de Acer GN246HLBbid uitermate geschikt voor fanatieke gamers en multimedia-fanaten. Bovendien is de gaming monitor Nvidia 3D Vision ready, zodat je ook nog eens jouw favoriete games in 3D speelt.","249,-","Acer","UM.FG6EE.B06","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI","56,5 cm x 17,9 cm x 40,1 cm","5,52 kg"
Monitoren,"BenQ Zowie RL2455T","De BenQ Zowie RL2455T is een 24 inch monitor voor de fanatieke console gamer. De verversingssnelheid is op 60 Hz geoptimaliseerd voor spelcomputers, zodat je met je Xbox of Playstation je favoriete shooters vloeiend speelt. Met een handige functie als de Black eQualizer ben jij in het voordeel in een donker level. Je hebt namelijk meer helderheid in donkere gedeelten, terwijl lichte gedeelten gelijk blijven. Kies je ideale zithouding door de Zowie RL2455T in hoogte te verstellen, te kantelen en te draaien. Zo verminder je bij lange game sessies last aan je rug of schouders. Speel je toch liever je games op een pc? Dan haalt deze monitor een refresh rate van 75 Hz.","199,-","BenQ","9H.LGRLB.QBE","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","58 cm x 21 cm x 50 cm","5,2 kg"
Monitoren,"AOC Q3279VWF","Foto's en video's bewerken doe je met de 32 inch AOC Q3279VWF. De monitor is voor deze taken geschikt door de 100% dekking van het SRGB kleurprofiel. Zo zie je op het scherm realistischere kleuren en daardoor bewerk je foto's en video's in meer detail. Dankzij de FreeSync technologie werkt de monitor bovendien beter samen met je AMD videokaart. Hierdoor worden bewegende beelden zonder haperingen weergegeven op het QHD beeldscherm. Het VA paneel geeft ware kleuren vanuit elke kijkhoek weer, dus laat je nieuwste creaties zien aan je vrienden of collega's. Het blue light filter zorgt ervoor dat je ogen minder snel vermoeid raken, dus werk lang door aan je grafische project tot in de late uurtjes.","199,-","AOC","Q3279VWF","32 inch","2560 x 1440 pixels","5 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon","73 cm x 15,3 cm x 53,3 cm","7 kg"
Monitoren,"Samsung LS27E45KBH/EN","De Samsung LS27E45KBH/EN is een 27 inch monitor waarmee jij je werkplek ergonomisch inricht. Door de verstelbaarheid in hoogte pas jij hem aan jouw ideale zithouding aan en door hem te draaien en te kantelen bepaal jij de beste kijkhoek. Zo werk je comfortabel en krijg je minder snel klachten aan je nek en schouders. Ben je lang achter elkaar aan het werk op je monitor, dan zorgt het blauw licht filter dat je minder snel geïrriteerde ogen krijgt. Het matte beeldscherm werkt anti reflecterend, waardoor je geen last hebt van invallend licht of vingerafdrukken. Meer ruimte nodig op je bureau? Via de VESA aansluiting bevestig je de S24E45 aan een monitorbeugel om hem boven je bureau te laten zweven.","239,-","Samsung","LS27E45KBH/EN","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","VGA, DVI","39,8 cm x 22,4 cm x 63,9 cm","6,7 kg"
Monitoren,"LG 17MB15T","Gebruik de LG 17MB15T bij het geven van een presentatie of om informatie te delen met klanten. Zet deze monitor met de ingebouwde stand op de vergadertafel en dankzij het touchscreen ga je tijdens het geven van een presentatie makkelijk langs verschillende pagina's. Zonder dat je een toetsenbord of muis nodig hebt. Op een beurs of in je winkel benut je deze monitor als digitale informatiezuil om klanten te helpen of producten aan te prijzen.","249,-","LG","17MB15T-B","17 inch","1280 x 1024 pixels","5 ms","None","60 Hz","TN paneel","VGA","37 cm x 9,5 cm x 31,5 cm","3,3 kg"
Monitoren,"Asus MB169C+","Met de Asus MB169C+ als externe monitor geniet je ook onderweg van 2 keer zo veel werkruimte. Tover elke kale flexwerkplek om tot een volwaardige werkplek met twee schermen, of leg op bezoek bij de klant gemakkelijk grafieken en cijfers naast elkaar. Met een dikte van 85mm, een gewicht van 0.8 kg en meegeleverde beschermende smart cover is deze externe monitor gemakkelijk mee te nemen. Zowel de stroom als het beeldsignaal verlopen via de usb C kabel, zo heb je geen last van gedoe met extra adapters. Of je nu in je eentje werkt of wat aan een collega laat zien, het IPS scherm met anti-glare coating zorgt ervoor dat je vanuit elke hoek het scherm goed ziet.","243,-","Asus","MB169C+","15,6 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","USB-type C","37,9 cm x 0,85 cm x 23,6 cm","0,8 kg"
Monitoren,"Asus VC279H","Maak je filmervaring compleet met de Asus VC239H. Maar ook voor tekstverwerking en dagelijkse taken is deze monitor meer dan geschikt. Het Full HD scherm met IPS-technologie laat je vanuit elke hoek heldere kleuren zien. De dunne omlijsting zorgt dat je je volledig focust op het scherm en niet wordt afgeleid door dikke randen. De ingebouwde luidsprekers maken vervolgens de filmervaring helemaal af.","249,-","Asus","90LM01D0-B01670","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,3 cm x 21 cm x 44,1 cm","4,4 kg"
Monitoren,"Acer K222HQLCbid","Maak een foto album en kijk je favoriete films op de Acer K222HQLCbid. Deze 22 inch monitor heeft een IPS paneel, waardoor je vanuit iedere kijkhoek levensechte kleuren waarneemt op het Full HD scherm. Handig als je je vakantiefoto's aan je familie laat zien of vanuit je luie stoel een film of serie kijkt. Schijnt de zon door het raam, dan heb je dankzij het anti reflecterende beeldscherm geen last van weerkaatsend licht. Ook raak je niet afgeleid door vette vingerafdrukken op het beeldscherm. Met HDMI, DVI en VGA ingangen heb je genoeg aansluitmogelijkheden om je monitor met een laptop of desktop te verbinden.","119,-","Acer","UM.WX2EE.C01","22 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","51 cm x 20,7 cm x 39 cm","3,6 kg"
Monitoren,"Samsung S27F350FHU","Met de Samsung S27F350FHU 27 inch monitor thuis op je bureau komen de dagelijkse computertaken van het hele gezin helder in beeld. Deze Samsung monitor beschikt over een PLS paneel met anti-glare coating, dit houdt in dat je onder alle lichtomstandigheden en vanuit elke hoek het scherm goed ziet. Dankzij de trillingsvrije technologie en blauw-licht filter heb je na lange sessies minder last van vermoeide ogen. Heb je een AMD videokaart in je pc? Dit in combinatie met AMD Freesync zorgt ervoor dat jouw games zonder haperingen in beeld verschijnen.","229,-","Samsung","LS27F350FHUXEN","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","PLS paneel","HDMI, VGA, Hoofdtelefoon","62,69 cm x 24,77 cm x 46,25 cm","4,8 kg"
Monitoren,"Asus MX239H","De Asus MX239H is een 23 inch Full HD AH-IPS-monitor. Dankzij de IPS techniek geniet je van betere kijkhoeken en een levendigere kleurweergave. Het ontwerp van de MX239H zelf springt ook in het oog. Het design zorgt er namelijk voor dat de randen slechts 0,8 millimeter dik zijn. Zo sluit een multi-monitor setup naadloos op elkaar aan. Via de HDMI- of VGA-poorten sluit je de monitor gemakkelijk aan. Het geluid mag natuurlijk niet achterblijven en daarom beschikt de MX239H over ingebouwde speakers die gebruik maken van Bang & Olufsen ICEpower technologie.","229,-","Asus","90LMGC051L010O1C","23 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","52,2 cm x 20,72 cm x 39,22 cm","3,7 kg"
Monitoren,"LG 22MP58VQ-P","Thuis of op kantoor, met de LG 22MP58VQ-P heb je al jouw digitale bezigheden duidelijk in beeld. Het IPS paneel zorgt dat je vanuit elke kijkhoek dezelfde, ware kleuren ziet. Dankzij de anti-glare coating heb je geen last van schittering of reflectie, zelfs als de zon z'n best doet. Lange artikelen, verslagen en documenten lezen makkelijk weg met behulp van de leesmodus. De leesmodus stelt de instellingen van de monitor speciaal af op het weergeven van tekst.","119,-","LG","22MP58VQ-P","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","51 cm x 39,6 cm x 8,1 cm","2,9 kg"
Monitoren,"BenQ BL2706HT","De BenQ BL2706HT is een zakelijk monitor, gebouwd om een ergonomische werkplek te creëren. Het beeldscherm is draaibaar, kantelbaar en verstelbaar in hoogte, dus je past de monitor aan jouw werkhouding aan. Gebruik deze monitor ook voor het bewerken van foto's en het maken van je website; het IPS paneel geeft namelijk ware kleuren vanuit elke hoek weer. Tijdens een lange werkdag krijg je minder snel last van vermoeide en geïrriteerde ogen, dankzij het blauw licht filter en de Flicker Free technologie. De BL2706HT heeft ingebouwde speakers, voor degenen die hun bureau graag zo leeg mogelijk houden.","219,-","BenQ","9H.LG3LA.TBE","27 inch","1920 x 1080 pixels","4 ms","None","75 Hz","IPS paneel","HDMI, VGA, DVI","61,67 cm x 23,96 cm x 57,12 cm","7 kg"
Monitoren,"Asus VG245H","De Asus VG245H is een gaming monitor waarop je jouw games in vloeiende bewegingen ervaart. Deze monitor heeft namelijk een snelle responstijd van 1ms en een refresh rate van 75Hz. Daarnaast zorgt de toegepaste Freesync technologie er ook voor dat je tijdens het gamen geen last hebt van tearing en stuttering. De breedbeeld monitor heeft een beeldscherm met Full HD resolutie waardoor je de kleinste details ziet tijdens het gamen. Hierdoor verlies je jouw tegenstander niet uit het oog. Dankzij de dual HDMI poorten is jouw game console tegelijkertijd met een ander HDMI device aangesloten op de monitor, zodat je niet met kabels hoeft te stoeien. Houd je een gaming marathon sessie? Dankzij de Flicker-Free technology en Ultra-Low Blue Light technology game je urenlang zonder last te krijgen van je ogen. En door het scherm op de juiste hoogte te plaatsen zit je in een goede houding tijdens het gamen.","219,-","Asus","90LM02V0-B01370","24 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, Hoofdtelefoon","56,1 cm x 5 cm x 32,9 cm","5,1 kg"
Monitoren,"BenQ ZOWIE XL2735","Concentreer je volledig op de actie met de BenQ ZOWIE XL2735 gaming monitor. Dankzij de 2 Shield kappen aan weerszijden van het scherm heb je geen afleiding van je omgeving en blijf je maximaal presenteren op LAN parties en wedstrijden. De dynamic accuracy technologie zorgt ervoor dat snel bewegende beelden scherp in beeld komen. In combinatie met de verversingssnelheid van 144 Hz zien complexe animaties er vloeiend en natuurlijk uit. Draai, kantel en verstel de monitor in hoogte zodat altijd vanuit een ergonomische en comfortabele je digitale tegenstanders domineert. Met S Switch Arc bedieningspaneel pas je snel de instellingen van je scherm aan, zo heb je voor elke game de juiste instellingen onder de knoppen.","529,-","BenQ","9H.LFHLB.QBE","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","55,88 cm x 22,6 cm x 63,25 cm","8,3 kg"
Monitoren,"Acer K272HLEbid","De Acer K272HLEbid is een 27 inch monitor waar je Full HD films op kijkt en je vakantiefoto's op bewerkt. Of je nu onderuit gezakt zit of met meerdere mensen achter de monitor staat, het beeldscherm is vanuit iedere hoek goed te zien dankzij het VA paneel. Het hoge contrast van dit paneel zorgt voor diepe zwartwaarden. Haal je een nacht door om een verslag af te maken of ben je lang aan je fotoalbum bezig? Dan zorgen het blauw licht filter en de trillingsvrije technologie ervoor dat je ogen minder snel vermoeid en geïrriteerd raken. De Acer beschikt daarnaast over een anti-glare paneel, waardoor je geen last hebt van weerspiegelingen en vingerafdrukken op je scherm.","179,-","Acer","UM.HX3EE.E04","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI","61,4 cm x 24,9 cm x 45,1 cm","4,63 kg"
Monitoren,"Acer ET430Kbmiippx","Of je nou liever gamet, foto's bewerkt of meer een filmliefhebber bent; met de Acer ET430Kbmiippx krijg je alle content in 4K voorgeschoteld. Dankzij die hoge resolutie zie jij tot in het kleinste detail waar je in Photoshop nog wat moet sleutelen aan je beeldmateriaal. Of geniet jij in de volle grafische glorie van al je games. Ben je hard aan het werk, dan benut je dit 43 inch scherm door meerdere programma's naast elkaar open te zetten. Terwijl je ondertussen naar een muziekje luistert via de ingebouwde speakers. Zit je langere tijd voor deze monitor, dan zorgt de blauw licht filter ervoor dat je ogen minder snel vermoeid raken.","649,-","Acer","UM.ME0EE.008","43 inch","3840 x 2160 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","65,3 cm x 24,3 cm x 96,6 cm","12,36 kg"
Monitoren,"BenQ Zowie XL2540","Vloeiende animaties bij de nieuwste games en de zwaarste systemen, daarom kies je voor de BenQ Zowie XL2540. Dankzij de 2 Shield kappen aan weerszijden van het scherm laat jij je niet afleiden door  je omgeving en blijf je maximaal presenteren op LAN parties en wedstrijden. De combinatie tussen de verversingssnelheid van 240 Hz en de reactiesnelheid van 1 ms komen de mooiste graphics op zware systemen helemaal tot hun recht. Draai, kantel en verstel de monitor in hoogte zodat altijd vanuit een ergonomische en comfortabele je digitale tegenstanders domineert. Met het S Switch Arc bedieningspaneel pas je snel de instellingen van je scherm aan, zo heb je voor elke game de juiste instellingen onder de knoppen.","499,-","BenQ","9H.LFNLB.QBE","25 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,994 cm x 22,6 cm x 51,543 cm","7,5 kg"
Monitoren,"Asus VG245HE","Ervaar vloeiende beelden en snelle gameplay op de Asus VG245HE. Deze monitor heeft namelijk een refresh rate van 75Hz en een reactietijd van 1 ms. De FreeSync technologie laat de monitor optimaal samenwerken met een AMD videokaart, waardoor je geen last hebt van tearing en stuttering, oftewel haperend beeld. Tijdens een spannende game actie of killstreak raak je niet afgeleid door reflecterend zonlicht of spiegelingen, dankzij het anti-glare beeldscherm. Zit je in een lange gamesessie, dan beschermen het blue light filter en de Flicker Free technologie je ogen. Door het rustige licht raken je ogen minder snel vermoeid en geïrriteerd. De VG245HE heeft ingebouwde speakers, dus met deze monitor is het aansluiten en gamen maar.","209,-","Asus","90LM02V3-B01370","24 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA","56 cm x 21 cm x 41,5 cm","4,7 kg"
Monitoren,"AOC AGON AG241QG","De AOC AGON AG241QG is een gaming monitor die beschikt over NVIDIA G-Sync. Door deze technologie worden monitor en videokaart beter op elkaar afgestemd. Hierdoor voorkom je tearing en stuttering tijdens het gamen. De verversingssnelheid van 165Hz zorgt ervoor dat je games en films vloeiend worden weergegeven, terwijl er geen details verloren gaan. Dankzij de 1 ms reactiesnelheid geeft deze monitor snel bewegende beelden goed weer. Daarmee ben jij je tegenstanders de baas tijdens de snelste game acties. Pas de stand van de AOC AGON aan door de monitor in hoogte te verstellen, te kantelen, te draaien of te roteren. Zo vind je de meest comfortabele positie die je tijdens het gamen wilt.","499,-","AOC","AG241QG","24 inch","2560 x 1440 pixels","1 ms","None","165 Hz","TN paneel","HDMI, DisplayPort, USB-type A","55,44 cm x 21,3 cm x 48,9 cm","5,53 kg"
Monitoren,"Samsung LC27H711QEUXEN","De Samsung LC27H711QEUXEN is een 27 inch curved monitor waarop je aan je grafische projecten werkt. Het beeldscherm kromt zich een beetje om je heen, waardoor je de kleuren over het hele beeldscherm gelijk waarneemt voor een intensere ervaring. Dankzij de Quantum Dot technologie geeft deze monitor 125% van het sRGB kleurenspectrum weer, wat levensechte kleuren oplevert. Het VA paneel zorgt voor diepe zwartwaarden en een brede kijkhoek, waardoor je vanuit elke positie goed zicht hebt op je beeldscherm. Maak je lange dagen achter je monitor? Dan beschermen het blauw licht filter en het curved design je ogen tegen vermoeidheid en irritatie. De FreeSync technologie zorgt voor vloeiende bewegende beelden tijdens het bewerken van video's. De monitor beschikt ten slotte over kabelmanagement, waardoor je de kabels in het achterpaneel opbergt. Zo ziet je bureau er altijd opgeruimd uit.","499,-","Samsung","LC27H711QEUXEN","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort","61,42 cm x 27,63 cm x 46,2 cm","5,3 kg"
Monitoren,"LG 27MP48HQ","Zet de LG 27MP48HQ op je werkplek neer en je hebt vanuit elke hoek een goed zicht op je beeldscherm. Handig als je foto's of video's bewerkt, of als je gewoon lekker een film wil kijken. En als het zonnetje door het raam straalt, belemmert dat het zicht op deze LG monitor niet. De anti reflecterende laag zorgt ervoor dat je geen last hebt van reflectie of lichtinval.","189,-","LG","27MP48HQ","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","63,4 cm x 21,2 cm x None","3,9 kg"
Monitoren,"Philips 245C7QJSB","De Philips 245C7QJSB is een 23,8 inch monitor geschikt voor dagelijkse taken als e-mail lezen en internetten. Teksten worden met de Full HD resolutie scherp weergeven en zijn vanuit elke hoek goed zichtbaar dankzij het IPS paneel. Met het blauw licht filter scroll je ook in de late uurtjes nog even door je Facebook tijdlijn heen zonder dat je er vermoeide ogen aan overhoudt. Door de dunne bezels plaats je makkelijk een tweede scherm naast deze monitor voor extra werkruimte. Zo loopt het beeld mooi in elkaar over zonder dat er dikke randen tussen zitten.","199,-","Philips","245C7QJSB","23,8 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","54,1 cm x 19,7 cm x 41,2 cm","2,87 kg"
Monitoren,"LG 32MP58HQ-P","Beneden in de woonkamer of boven op kantoor, de LG 32MP58HQ-P leent zich voor elke gebruikssituatie. Benut de vele werkruimte op het 32 inch beeldscherm en zet meerdere programma's naast elkaar open om efficiënter te werken. Of ontspan na je werk met een leuke film in Full HD. En maak je geen zorgen over die zonnestraal op je scherm, want de anti reflecterende laag voorkomt lichtreflecties. Zit jij vaak langere tijd voor je monitor? De trillingsvrije technologie zorgt dat je minder snel last krijgt van vermoeide of geïrriteerde ogen.","249,-","LG","32MP58HQ-P","32 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon","72,66 cm x 62,05 cm x 49,2 cm","6,5 kg"
Monitoren,"LG 27UD88","Met de LG 27UD88 maak jij serieus werk van foto- en videobewerking en game je in 4K. Deze monitor ondersteunt 99% van het sRGB kleurprofiel, waardoor kleuren realistischer worden weergegeven. En kleine aanpassingen voer je door in het kleurkalibratieprogramma. Heb je een computer met usb c? Dan stream je via 1 poort 4K video, data en laad je meteen je pc of laptop op. Deze monitor is niet alleen geschikt voor grafisch werk, maar ook voor het spelen van games. Door de FreeSync technologie 'communiceert' dit beeldscherm met je AMD videokaart en heb je geen last van tearing of stuttering.","599,-","LG","27UD88","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","61,5 cm x 20,5 cm x 42,42 cm","6,2 kg"
Monitoren,"Asus VZ229HE","De Asus VZ229HE is een 21,5 inch Full HD monitor en geschikt voor alledaags gebruik. Door het anti-glare scherm heb je minder last van lichtinval en reflectie en het IPS paneel laat je vanuit iedere hoek de ware kleuren zien. Met een reactietijd van 5 ms is het scherm geschikt voor multimedia en gaming. De Full HD resolutie zorgt voor helder beeld wat prettig is om naar te kijken. Het scherm is ook goed geschikt als je meerdere schermen naast elkaar wil laten staan door de dunne bezel. Sluit de monitor aan via de VGA- of HDMI-aansluiting.","149,-","Asus","90LM02P0-B01670","21,5 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","49,8 cm x 21 cm x 38 cm","2,5 kg"
Monitoren,"Acer H277HUkmipuz Goud","Ervaar precieze en nauwkeurige kleuren met de Acer H277HUkmipuz. Met het Quad HD beeldscherm in combinatie met de hoge helderheid is elke pixel tot in detail zichtbaar. Zo aanschouw je jouw kunstwerken zoals het hoort. Met een verversingssnelheid van 4 ms ontspan je met je favoriete games, zonder haperingen. Dus laat je creativiteit de vrije loop, of je nu aan het werken bent, of aan het gamen.","549,-","Acer","UM.HH7EE.017","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A, USB-type C","61,3 cm x 21,7 cm x 43,9 cm","4,1 kg"
Monitoren,"HP Omen 32","De HP Omen 32 is een monitor waarop je games speelt, foto's en video's bewerkt en films kijkt. De FreeSync technologie zorgt ervoor dat de monitor beter samenwerkt met een AMD videokaart en daardoor gebruik kan maken van de 75Hz verversingssnelheid. Hierdoor worden snel bewegende beelden vloeiend weergegeven en heb je geen last van haperen. De 100% dekking van het sRGB kleurprofiel geeft de kleuren van je bewerkte beeldmateriaal natuurgetrouw weer. Het WVA paneel heeft een kijkhoek van 178 graden, waardoor kleuren vanuit vrijwel elke hoek goed worden weergegeven. Met de meegeleverde VESA montage adapter bevestig je de monitor op een muurbeugel, waarmee je hem ophangt aan de muur.","448,99","HP","W9S97AA#ABB","32 inch","2560 x 1440 pixels","5 ms","None","75 Hz","VA paneel","HDMI, DisplayPort, USB-type A","73,99 cm x 17,89 cm x 52,23 cm","9,8 kg"
Monitoren,"BenQ GC2870H","De BenQ GC2870H is een degelijke monitor gericht op intensief gebruikers. Op kantoor zorgt de trillingvrije technologie dat je na een werkdag achter je computer minder snel last krijgt van vermoeide ogen. Zit je 's avonds thuis nog even achter de computer? Het blauw licht filter maakt het licht minder intensief voor je ogen, zo heb je minder snel last van slaapproblemen. Of je nou je vakantiefoto's bewerkt of een film kijkt, het VA paneel zorgt dat de kleuren levensecht op het scherm verschijnen.","169,-","BenQ","9H.LEKLA.TBE","28 inch","1920 x 1080 pixels","5 ms","None","75 Hz","VA paneel","HDMI, VGA","65,9 cm x 20,4 cm x 47,7 cm","5,5 kg"
