product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Toshiba Satellite Pro A50-D i5-4gb-128ssd","De 15,6 inch Toshiba Satellite Pro A50-D i5-4gb-128ssd is een stevig gebouwde laptop waarmee jij overal aan de slag gaat. Deze laptop heeft een een IPS scherm met een brede kijkhoek, waardoor jij dat voorstel aan nieuwe cliënten laat zien zonder dat je de laptop heen en weer schuift. Dankzij de 128 GB SSD schijf start je deze laptop in ongeveer 15 seconden op en ben jij al bezig voordat de koffie klaar is. Na jouw pauze ga je zonder zorgen op weg naar een volgende afspraak, want dankzij het stevig kunststof chassis overleeft deze Satellite Pro zachte stoten. Met Windows 10 Pro log je op afstand in op jouw werkplek en neem je alvast de dagplanning voor de volgende dag door.","774,-","Toshiba","PS585E-03T008DU","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","4 GB","128 GB SSD","37,9 cm x 25,8 cm x 2,395 cm","2,1 kg"
Laptops QWERTY,"HP EliteBook x360 1030 G2 Z2W63EA","Bewaar je zakelijke documenten veilig op de HP EliteBook x360 1030 G2 Z2W63EA. Deze laptop bewaart je bestanden namelijk versleuteld dankzij de TPM chip. De stevige aluminium behuizing is militair getest tegen stoten, vallen, vuil en extreme temperaturen, waardoor je laptop niet snel kapot gaat. Door het 360 graden omklapbare beeldscherm zet je deze 2-in-1 in de tentstand om een presentatie of bedrijfsfilmpje te laten zien. Gebruik de Elitebook als tablet om in de trein alvast je e-mails te beantwoorden. Start je programma's binnen enkele seconden op met de PCIe SSD schijf, die nog sneller is dan een gewone SSD. Deze laptop draait op Windows 10 Pro, waarmee je makkelijk verbinding maakt met je computer op kantoor.","1.849,-","HP","Z2W63EA","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel GD Graphics 620","None","8 GB","256 GB SSD","31,69 cm x 21,85 cm x 1,49 cm","1,28 kg"
Laptops QWERTY,"MSI GE62VR 7RF-635NL Camo Squad","De MSI GE62 7RE-684NL Camo Squad is een gaming laptop met een uniek design. De NVIDIA GeForce GTX 1060 videokaart is krachtig genoeg om virtual reality games aan te kunnen. Dus zet je VR-bril op en bezoek de mooiste virtuele werelden. Domineer multiplayer games dankzij Killer LAN. Deze verbinding vermindert de vertraging tussen je game acties en de reactie van de server. Met de 256 GB PCIe SSD start je een nieuw level binnen enkele seconden. Het SteelSeries toetsenbord herkent meerdere toetsencombinaties op hetzelfde moment waardoor je tijdens het spelen verschillende acties tegelijk uitvoert. Door het 15,6 inch formaat van de Camo Squad neem je hem makkelijk mee in je rugtas.","1.799,-","MSI","GE62VR 7RF-635NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,9 cm","2,4 kg"
Laptops QWERTY,"MSI GE63VR 7RE-007NL","De MSI GE63VR 7RE-007NL Raider is een gaming laptop waarop je games op hoge instellingen speelt en Virtual Reality ontdekt. Sluit je Oculus Rift of HTC Vive aan op de laptop en verbaas je vrienden met VR. Het 120Hz paneel zorgt ervoor dat animaties er vloeiend en natuurlijk uitzien, handig bij de snel bewegende beelden van shooters als Quake en Overwatch. Dankzij de 256 GB PCIe SSD start de laptop in ongeveer 15 seconden op en sta je na een aantal seconden al weer klaar in het volgende level. De zware specs van deze laptop wekken nogal wat warmte op, maar gelukkig houdt de Cooler Boost technologie je laptop koel tijdens het gamen. Tijdens nachtelijke LAN parties val je op dankzij het RGB verlichte SteelSeries toetsenbord.","1.829,-","MSI","GE63VR 7RE-007NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,2 cm","2,8 kg"
Laptops QWERTY,"HP Omen 15-ce054nd","Game voortaan op ultra instellingen op de HP Omen 15-ce054nd. Door de NVIDIA GeForce GTX 1060 videokaart speel je niet alleen de nieuwste games op de hoogste instellingen, maar gebruik je ook je Oculus Rift of HTC Vive om VR games te spelen. Voor de liefhebbers van shooters als Counter Strike komt het 120 Hz scherm goed van pas. Door de hoge verversingssnelheid heb je geen last van hapering en lopen snel bewegende beelden vloeiend over je scherm. Zo heb je je tegenstanders altijd scherp in het vizier. Heb je een toffe compilatievideo gemaakt? Via de Thunderbolt 3 poort worden zelfs de grootste bestanden in enkele seconden overgezet naar externe apparaten. Binnen 15 seconden start de 256 GB SSD de Omen op en ga je aan de slag.","1.799,-","HP","1VY81EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"Asus Chromebook C301SA-FC032","Met de Asus Chromebook C301SA-FC032
 werk je de hele dag in de cloud. Deze Chromebook is energiezuinig, waardoor je batterij langer meegaat dan een werkdag. Binnen enkele seconden is de laptop opgestart door het Chrome OS besturingssysteem. Meer dan 32 GB flashgeheugen heb je niet nodig, want je bewaart alle bestanden in de cloud. Het voordeel is dat je hierdoor geen grote harde schijf nodig hebt. Je hebt je bestanden ook altijd binnen handbereik zolang je ingelogd bent bij Google. Of je nu op school zit of in een vergadering, je documenten tover je zo tevoorschijn. Niet online? Ook dan typ je rustig door in Google Docs.","379,-","Asus","90NB0BL7-M01380","13,3 inch","1920 x 1080 pixels","Intel Celeron N3160","Intel HD Graphics 400","None","4 GB","32 GB Flash","32,9 cm x 23 cm x 2,2 cm","1,35 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL702ZC-GC104T","De Asus Gaming ROG Strix GL702ZC-GC104T is een gaming laptop voor de gamers die LAN parties afgaan. Deze laptop heeft een AMD RX 580 aan boord, waarmee je games op de allerhoogste instellingen speelt. Installeer je je games op de 256 GB SSD, dan starten ze binnen enkele seconden op. Met de 1 TB harde schijf heb je veel extra opslagruimte voor je bestanden, video's en screenshots. Een van je zelfgemaakte video's delen? Via de usb c poort zet je grote bestanden van een paar GB binnen enkele seconden over. Op het verlichte toetsenbord zie je altijd precies welke toetsen je intikt tijdens het fraggen.","1.799,-","Asus","90NB0FV1-M02090","17,3 inch","1920 x 1080 pixels","AMD Ryzen 7 1700","AMD Radeon RX 580","4000 MB","16 GB","256 GB SSD + 1 TB HDD","41,5 cm x 28 cm x 3,4 cm","3,2 kg"
Laptops QWERTY,"Asus ROG Strix SCAR Edition GL503VM-ED110T","De Asus ROG Strix SCAR Edition GL503VM-ED110T is een 15,6 inch laptop met 120Hz scherm die geschikt is voor competitieve games. Dankzij het scherm met de hoge refresh rate per seconde heb jij een voordeel op jouw online tegenstanders. Zit jij toch liever middenin de actie? Sluit jouw HTC Vive of Oculus Rift aan op jouw Asus ROG laptop en de Nvidia Geforce GTX 1060 videokaart en speel games die geschikt zijn voor virtual reality. Dankzij de 256 GB NVME SSD schijf laden jouw games sneller dan met een 'gewone' SSD en ben je snel aan het spelen. Voor alle opnames van jouw speelsessies gebruik je de 1 TB HDD, die bijna net zo snel is als een 'normale' SSD schijf.","1.799,-","Asus","90NB0GI1-M01720","15,6 inch","1080 x 1920 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,4 cm x 26,2 cm x 2,3 cm","2,3 kg"
Laptops QWERTY,"Microsoft Surface Laptop - i7 - 8 GB - 256 GB","De Microsoft Surface Laptop is een 13,5 inch laptop met touchscreen en is speciaal ontworpen voor scholieren en studenten. Gebruik hem tijdens college om door documenten of pagina's te swipen en deel relevante informatie met medestudenten via Microsoft Groups. Het scherm heeft 3,4 miljoen pixels en een 2256 x 1504 pixels resolutie, waardoor alles op je scherm er haarscherp uitziet. Met een dikte van 14,5 millimeter en een gewicht van slechts 1,25 kilogram neem je de Surface Laptop mee in je rugzak van de ene les naar de ander. Door de lange batterijduur tot 14,5 uur gebruik je de Surface Laptop de hele dag zonder problemen. De Surface Laptop werkt met Windows 10 S, het nieuwe lichte besturingssysteem van Microsoft.","1.799,-","Microsoft","DAJ-00008","13,5 inch","2256 x 1504 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,802 cm x 22,32 cm x 1,447 cm","1,25 kg"
Laptops QWERTY,"Lenovo Ideapad 320-17IKBR 81BJ0039MH","De Lenovo Ideapad 320-17IKBR 81BJ0039MH is een desktopvervanger die je thuis gebruikt voor taken als e-mailen, internetten en films kijken. Dankzij de Intel Core i5 processor werk je met  programma's waarmee je jouw vakantiefoto's bewerkt. Ook multitasken is een makkie, dus update sociale media en stream muziek terwijl je met je foto's bezig bent. Op het 17,3 inch beeldscherm heb je genoeg ruimte om met meerdere vensters naast elkaar te werken. Klap de Ideapad open en ga meteen aan de slag, want dankzij de SSD schijf start je de laptop in ongeveer 15 seconden op. Door de anti reflecterende laag op het scherm heb je geen last van weerkaatsend licht als je de laptop in een fel verlichte omgeving gebruikt.","749,-","Lenovo","81BJ0039MH","17,3 inch","1600 x 900 pixels","Intel Core i5 8250U","Intel HD Graphics 620","None","8 GB","128 GB SSD + 1 TB HDD","41,8 cm x 29,3 cm x 2,49 cm","2,8 kg"
Laptops QWERTY,"MSI GE73VR 7RF-007NL","De MSI GE73VR 7RF-007NL Raider is een gaming laptop waarmee je games op de hoogste instellingen speelt. Daarnaast is de GTX 1070 krachtig genoeg om ook VR games op je Oculus Rift en HTC Vive op hoge instellingen te draaien. Het 120Hz paneel zorgt ervoor dat animaties er vloeiend en natuurlijk uitzien, handig bij de snel bewegende beelden van shooters als Quake en Overwatch. Dankzij de 256 GB PCIe SSD start de laptop in ongeveer 15 seconden op en sta je na een aantal seconden al weer klaar in het volgende level. De zware specs van deze laptop wekken nogal wat warmte op, maar gelukkig houdt de Cooler Boost technologie je laptop koel tijdens het gamen. Tijdens nachtelijke LAN parties val je op dankzij het RGB verlichte SteelSeries toetsenbord.","2.199,-","MSI","GE73VR 7RF-007NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","41,9 cm x 28,5 cm x 2,85 cm","2,8 kg"
Laptops QWERTY,"HP Thinbook 14-bp190nd","Of je nu taken als internetten en tekstverwerken uitvoert of foto's bewerkt, je doet het met de HP Thinbook 14-bp190nd. Neem hem overal mee naartoe en gebruik hem gemakkelijk onderweg, want deze 14 inch laptop heeft een gewicht van 1,46 kg en een dikte van net geen 2 cm. Stream muziek en download een film terwijl jij je vakantiefoto's bewerkt, want dankzij de i5 processor werk je met meerdere programma's tegelijkertijd. Bekijk je fotocollectie op het IPS beeldscherm, waarop je vanuit elke kijkhoek natuurgetrouwe kleuren ziet. Zit je bij het raam en schijnt de zon naar binnen? Dan heb je op het anti-reflecterende beeldscherm minder last van invallend licht en weerspiegelend, zodat je zonder afleiding een film of Youtube video kijkt.","749,-","HP","2ZJ13EA#ABH","14 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","128 GB SSD","33,6 cm x 23,9 cm x 1,99 cm","1,46 kg"
Laptops QWERTY,"HP Elite x2 1012 G1 L5H08EA","De HP Elite x2 1012 G1 L5H08EA staat je de gehele werkdag bij en zorgt ervoor dat je overal online blijft. Gebruik deze HP Elite x2 als tablet om in de trein je mail te checken met behulp van de meegeleverde HP Active Pen. Klik het toetsenbord vast en je hebt een traditionele laptop. Of gebruik de ingebouwde kickstand om aan het bureau van een collega snel wat cijfers door te nemen. Werk je met gevoelige informatie? Via de vingerafdruksensor log alleen jij in. Terwijl je bestanden versleuteld opslaat dankzij de TPM-chip.","1.749,-","HP","L5H08EA","12 inch","1920 x 1280 pixels","Intel Core m5 6Y57","Intel HD Graphics 515","None","8 GB","256 GB SSD","30 cm x 21,4 cm x 0,8 cm","0,84 kg"
Laptops QWERTY,"Asus Zenbook UX490UA-BE049R","De Asus Zenbook UX490UA-BE049R is een 14 inch laptop voor grafische professionals die met op kantoor of bij een klant willen werken. Deze Zenbook is uitgerust met 2 usb c Thunderbolt 3 poorten, waarop je tot 2 4K beeldscherm aansluit. Zo bewerk je foto's tot in de kleinste details. Door de 1 TB SSD heb je en veel opslagruimte en zijn al je bestanden en programma's binnen enkele seconden klaar voor gebruik. Inloggen doe je voortaan via de vingerafdruksensor. Dat is veilig én makkelijk, want een wachtwoord onthouden is niet langer nodig. Werk je thuis of op locatie? Via Window 10 Pro maak je op afstand verbinding met het domein van je werk om je bestanden overal bij de hand te hebben.","2.199,-","Asus","90NB0EI1-M03910","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","1 TB SSD","32,9 cm x 21,4 cm x 1,29 cm","1,1 kg"
Laptops QWERTY,"Lenovo ThinkPad X1 Carbon 20HR002MMH","De Lenovo ThinkPad X1 Carbon 20HR002MMH is een 14 inch laptop voor onderweg en op kantoor om binnen enkele seconden grote bestanden over te zetten. Gebruik deze laptop om een afbeelding te bewerken voor een presentatie, of analyseer de laatste verkoopcijfers. Sluit via de ThunderBolt 3 poort je laptop aan op een dockingstation en breid zo je werkruimte uit op je bureau. En ben je niet op kantoor maar moet je wel dat ene belangrijke document hebben? Maak dan op afstand verbinding met een computer op kantoor via Windows 10 Pro. Zo heb je het bestand alsnog bij de hand. Werk je met gevoelige data? De TPM-chip slaat je bestanden versleuteld op zodat alleen jij toegang hebt. Inloggen doe je via de vingerafdruksensor, zodat een wachtwoord niet nodig is.","2.199,-","Lenovo","20HR002MMH","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","512 GB SSD","32,35 cm x 21,71 cm x 1,595 cm","1,13 kg"
Laptops QWERTY,"Toshiba Satellite Pro A50-D i3-8gb-128ssd","De 15,6 inch Toshiba Satellite Pro A50-D i3-8gb-128ssd is een stevig  gebouwde laptop waarmee jij op een veilige manier met privacygevoelige data aan de slag gaat. Onderweg naar kantoor beschermt het stevige kunststof chassis jouw laptop als je ergens tegenaan stoot, terwijl de TPM chip jouw bestanden beveiligt tegen kwaadwillenden. Even koffie halen terwijl jouw laptop opstart is er niet meer bij, want met de 128 GB SSD schijf ben jij in ongeveer 15 seconden die jaarverslagen aan het typen. Thuis nog even dat de resultaten van jouw afdeling bekijken? Met Windows 10 Pro log je op afstand in op jouw desktop op kantoor en bekijk jij al jouw bestanden.","724,-","Toshiba","PS585E-03L008DU","15,6 inch","1920 x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","8 GB","128 GB SSD","37,9 cm x 25,8 cm x 2,395 cm","2,1 kg"
Laptops QWERTY,"HP ProBook 450 G5 2SY29EA","De HP ProBook 450 G5 2SY29EA is een 15,6 inch laptop geschikt is voor het bewerken van foto's met grafische software. Met het 8 GB geheugen draai je meerdere programma's tegelijk. Hiermee werk je rustig door aan die fotopresentatie terwijl je tegelijkertijd een Skype- gesprek voert. Het aluminium chassis van deze HP ProBook is extreem stevig gebouwd, waardoor je je geen zorgen maakt als je deze laptop ergens tegenaan stoot. Een zakelijke afspraak in de stad? Dankzij het antiglare scherm heb jij geen last van weerspiegelingen in het scherm en kun je lekker op een terrasje zitten. Dat kan tot in de late uurtjes, want met een batterijduur van maximaal 16 uur zoek je niet meer naar een stopcontact.","1.024,-","HP","2SY29EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","37,6 cm x 26,41 cm x 2,08 cm","2,1 kg"
Laptops QWERTY,"HP EliteBook 850 G4 Z2W92EA","De HP EliteBook 850 G4 Z2W92EA is een laptop voor degene die het liefst altijd online is. Stop een simkaart in de laptop en blijf via 4G online bereikbaar, zelfs als er geen wifi of ethernet in de buurt is. Werk met meerdere veeleisende programma's tegelijkertijd: shop wat foto's voor een presentatie, werk kwartaalcijfers uit in tabellen en grafieken of doe mee met een videoconferentie. Bewaar je gevoelige data op een veilige manier met behulp van de TPM-chip en het Windows 10 Pro besturingssysteem. Door de stevige behuizing is de laptop opgewassen tegen vallen en stootjes. Ook vloeistoffen dringen je laptop niet binnen als je per ongeluk morst dankzij het morsvrije toetsenbord.","1.769,-","HP","Z2W92EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","38,36 cm x 25,77 cm x 1,94 cm","1,84 kg"
Laptops QWERTY,"HP ProBook 430 G4 i3-8gb-128ssd","Op de HP ProBook 430 G4 i3-8gb-128ssd voer je je dagelijkse werkzaamheden veilig uit. Windows 10 Pro en de ingebouwde TPM chip beschermen namelijk al jouw opgeslagen data. De vingerafdrukscanner zorgt ervoor dat niemand anders toegang heeft tot jouw laptop. Onderweg werken of veel op reis? De stevige behuizing is militair getest, dus bestand tegen vallen, stoten, vocht en stof. Het beeldscherm van 13,3 inch is iets groter dan een A4'tje, dus je neemt de ProBook makkelijk mee naar een meeting of een klant.","824,-","HP","748191","13,3 inch","1920 x 1920  x 1080  x 1080 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","8 GB","128 GB SSD","33 cm x 23,35 cm x 1,98 cm","1,49 kg"
Laptops QWERTY,"Asus ZenBook Pro UX550VE-BN050T","De Asus ZenBook Pro UX550VE-BN050T is een 15,6 inch laptop die je voor de zwaarste taken gebruikt. Bewerk video's en foto's of speel games op de hoogste instellingen dankzij de NVIDIA GeForce GTX 1050Ti videokaart. De laptop is ook uitgerust met een Thunderbolt 3 poort, waarmee je grote videobestanden binnen enkele seconden overzet met een snelheid van 40 Gbps. Of sluit een 4K beeldscherm aan om je afbeeldingen tot in de kleinste details te bewerken. De 1 TB SSD combineert veel opslagruimte en snelheid, waardoor je veel data opslaat en programma's binnen enkele seconden opstarten. Bij weinig licht zie je op het verlichte toetsenbord altijd welke toetsen je aanslaat.","2.099,-","Asus","90NB0ES2-M01050","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050Ti","4000 MB","16 GB","1 TB SSD","36,7 cm x 25,1 cm x 1,89 cm","1,8 kg"
Laptops QWERTY,"Lenovo ThinkPad X1 Carbon 20HR002FMH","De Lenovo ThinkPad X1 Carbon 20HR002FMH is een 14 inch laptop voor onderweg en op kantoor om binnen enkele seconden grote bestanden over te zetten. Gebruik deze laptop om een afbeelding te bewerken voor een presentatie, of analyseer de laatste verkoopcijfers. Sluit via de ThunderBolt 3 poort je laptop aan op een dockingstation en breid zo je werkruimte uit op je bureau. En ben je niet op kantoor maar moet je wel dat ene belangrijke document hebben? Maak dan op afstand verbinding met een computer op kantoor via Windows 10 Pro. Zo heb je het bestand alsnog bij de hand. Werk je met gevoelige data? De TPM-chip slaat je bestanden versleuteld op zodat alleen jij toegang hebt. Inloggen doe je via de vingerafdruksensor, zodat een wachtwoord niet nodig is.","2.099,-","Lenovo","20HR002FMH","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","512 GB SSD","32,35 cm x 21,71 cm x 1,595 cm","1,13 kg"
Laptops QWERTY,"Lenovo ThinkPad 13 - i5-8gb-256ssd-fhd","Werk op kantoor en op locatie met de Lenovo ThinkPad 13 - i5-8gb-256ssd-fhd. Deze laptop draait op Windows 10 Pro, waarmee je via Remote Desktop makkelijk verbinding maakt met je pc op kantoor. Bewerk foto's en afbeeldingen voor je website op het Full HD beeldscherm met IPS paneel, dat ware kleuren vanuit elke hoek weergeeft. Bescherm je zakelijke documenten dankzij de TPM chip, die je bestanden versleutelt. Door de vingerafdrukscanner jij niemand anders toegang tot jouw laptop. Het morsbestendige toetsenbord houdt je laptop vrij van vocht en vuil. Door het formaat van 13 inch is de ThinkPad 13 net iets groter dan een A4'tje, waardoor je hem makkelijk meeneemt in een tas of koffer.","999,-","Lenovo","20J1S01P00","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 520","None","8 GB","256 GB SSD","32,24 cm x 22,28 cm x 1,98 cm","1,44 kg"
Laptops QWERTY,"Asus ZenBook BX530UQ-FY072R","Met de Asus ZenBook BX530UQ-FY072R bewerk jij foto¿s met programma¿s als Adobe Photoshop. Die creatieve arbeid lever je thuis, onderweg naar werk of op kantoor. Deze 15,6 inch laptop is 1,69 cm dun en 1,63 kg licht, waardoor je hem eenvoudig meeneemt. Jouw fotopresentatie delen met collega's? Met de usb c aansluiting zet je die grote bestanden in een paar seconden op een andere computer met usb c. Overwerken doe je gewoon thuis. Via Windows 10 Pro maak je op afstand verbinding met jouw pc op kantoor, waardoor je altijd bij jouw belangrijke bestanden kunt. Bij lekker weer werk je buiten, want dankzij het anti-reflecterende scherm heb jij geen last van zonlicht reflecties op het scherm.","999,-","Asus","90NB0EG1-M01270","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","NVIDIA GeForce 940MX","2000 MB","8 GB","256 GB SSD","36 cm x 24,6 cm x 1,69 cm","1,63 kg"
Laptops QWERTY,"Asus ZenBook Deluxe UX490UA-BE009T","De Asus ZenBook Deluxe UX490UA-BE009T is een stevige en lichte 14 inch laptop waar je tot wel 2 4K monitoren op aansluit. Via de usb c Thunderbolt 3 poorten sluit je de monitoren aan, of worden bestanden met een snelheid van 40 Gbps doorgegeven. Bewerk foto's op het Full HD beeldscherm, bekijk video's of wissel bestanden uit. Binnen 15 seconden na het aanzetten is de ZenBook Deluxe klaar voor gebruik dankzij de 512 GB SSD. Je neemt de ZenBook makkelijk mee met zijn hoogte van slechts 12,9 millimeter en gewicht van 1,09 kilogram. Ook zie je precies welke toetsen je intoetst op het verlichte toetsenbord van de ZenBook.","1.699,-","Asus","90NB0EI1-M02260","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","512 GB SSD","32,9 cm x 21,6 cm x 1,29 cm","1,09 kg"
Laptops QWERTY,"Acer Chromebook 15 CB515-1HT-C1W7","Met Acer Chromebook 15 CB515-1HT-C1W7 werk je snel een aantekening uit met het toetsenbord of gebruik je het touchscreen om snel een stukje tekst te markeren. Dankzij het 64 GB Flash geheugen start je deze laptop in ongeveer 15 seconden op, waardoor je snel weer verder kunt werken aan die scriptie. Heb je jouw bestanden nodig op een andere pc? Op deze Acer Chromebook log je in op jouw Google account en sla je jouw bestanden op in de cloud. Zo kun jij overal bij die belangrijke projecten. Deze Chromebook is energiezuinig, waardoor je tijdens college niet op zoek hoeft naar een stopcontact. Met de usb c aansluiting laad je ook andere apparaten met usb c op, zoals jouw smartphone bijvoorbeeld.","349,-","Acer","NX.GP3EH.001","15,6 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","64 GB eMMC","37,8 cm x 26,6 cm x 1,8 cm","1,8 kg"
Laptops QWERTY,"Medion Akoya E7419-C256","Met de Medion Akoya E7419-C256 vervang jij je desktop om films te kijken, je favoriete websites te bezoeken en verslagen te typen. Met de 256 GB SSD start je de laptop in ongeveer 15 seconden op en ga je gelijk aan de slag met online shoppen of het maken van een knallende presentatie. Laat deze aan je collega's of studiegenoten zien op het Full HD IPS beeldscherm, dat ware kleuren vanuit elke hoek goed weergeeft. Het beeldscherm is met 17,3 inch groot genoeg om met meerdere vensters naast elkaar te werken. Handig als je een verslag typt en tegelijkertijd het venster met je bronnen kunt inzien. Op het anti reflecterende scherm heb je geen last van reflecterend licht, waardoor je gefocust blijft werken.","499,-","Medion","30022277","17,3 inch","1920 x 1080 pixels","Intel Celeron 3855U","Intel HD Graphics","None","4 GB","256 GB SSD","42 cm x 28 cm x 3,1 cm","2,7 kg"
Laptops QWERTY,"Medion Erazer X7851-i7-256","De Medion Erazer X7851-i7-256 is een desktopvervanger waarop je jouw favoriete games op hoge instellingen speelt. De NVIDIA GeForce GTX 1060 videokaart voorkomt haperende beelden en is geschikt voor virtual reality games. Dus zet je HTC Vive op en waan je in een andere wereld. De Core i7 processor laat meerdere zware programma's soepel tegelijk draaien, waardoor je zonder problemen aan de slag gaat met foto's en video's bewerken op het ruime 17,3 inch beeldscherm. De 256 GB SSD start je games binnen een paar seconden op, waardoor je meteen aan je volgende killstreak begint. Dankzij het anti reflecterende scherm heb je minder last van reflecterend licht en weerspiegelingen en blijf je gefocust in je spel.","1.699,-","Medion","30022684","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD","41,8 cm x 28,7 cm x 3,4 cm","3,8 kg"
Laptops QWERTY,"Asus ZenBook Flip UX560UQ-FJ089T","De Asus ZenBook Flip UX560UQ-FJ089T is een laptop en tablet in één met een 4K scherm. Door deze hoge resolutie werk je op deze 2-in-1 tot in het kleinste detail aan je ontwerp. Met 16 GB werkgeheugen en de Intel Core i7 processor werk je met de zwaarste programma's. Bewaar al je ontwerpen en bewerkte video's op de 512 GB PCIe SSD schijf, die je programma's sneller laadt dan een gewone SSD. Zet de ZenBook in tentstand door het scherm om te klappen en presenteer je nieuwste grafische 3D modellen. Gebruik hem als tablet en browse door je apps of kijk een film in Ultra HD resolutie. Ook als je even lekker onderuit gezakt zit, zie je de ware kleuren op het beeldscherm vanuit elke hoek dankzij het IPS paneel.","1.679,-","Asus","90NB0C23-M01140","15,6 inch","3840 x 2160 pixels","Intel Core i7 7500UJ","NVIDIA GeForce 940MX","2000 MB","16 GB","512 GB SSD","38 cm x 25,4 cm x 2,18 cm","2,26 kg"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYJ2N/A Silver","Met zijn 920 gram is de 12 inch MacBook de lichtste laptop die Apple ooit heeft gemaakt. En zo'n vlieggewicht neem je natuurlijk makkelijk mee in de trein, naar je volgende les of die belangrijke vergadering. Zo maak je overal je dagelijkse rondje langs je favoriete websites en geniet je van de nieuwste series op het scherpe Retina beeldscherm. Even geen stopcontact in de buurt? Dat is niet meteen een ramp. Je surft tot 10 uur over het web op een volle accu.","1.649,-","Apple","MNYJ2N/A","12 inch","2304 x 1440 pixels","Intel Core i5 None","Intel HD Graphics 615","None","8 GB","512 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","None"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYL2N/A Gold","Met zijn 920 gram is de 12 inch MacBook de lichtste laptop die Apple ooit heeft gemaakt. En zo'n vlieggewicht neem je natuurlijk makkelijk mee in de trein, naar je volgende les of die belangrijke vergadering. Zo maak je overal je dagelijkse rondje langs je favoriete websites en geniet je van de nieuwste series op het scherpe Retina beeldscherm. Even geen stopcontact in de buurt? Dat is niet meteen een ramp. Je surft tot 10 uur over het web op een volle accu.","1.649,-","Apple","MNYL2N/A","12 inch","2304 x 1440 pixels","Intel Core i5 None","Intel HD Graphics 615","None","8 GB","512 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","None"
Laptops QWERTY,"Dell Vostro 3568-FX8P7","De 15,6 inch Dell Vostro 3568-FX8P7 is een laptop met een snelle Intel Core i5 processor waarmee foto's bewerkt en analyses maakt. Op bezoek bij een cliënt maar vergeten om de laatste versie van een werkdocument mee te nemen? Dankzij de 128 GB SSD schijf start je jouw Dell Vostro in ongeveer 15 seconden op, waarna je met Windows 10 Pro inlogt op het netwerk van kantoor. Zo heb jij altijd bij die belangrijke bestanden bij de hand. Jouw documenten zijn ook onderweg veilig, want met de TPM chip lezen kwaadwillenden jouw harde schijf niet uit bij diefstal.","649,-","Dell","FX8P7","15,6 inch","1366 x 768 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","4 GB","128 GB SSD","38 cm x 26 cm x 2,4 cm","2,3 kg"
